candidate,nearest_existing_well,nearest_completion_distance_IJ_cells,I,J,K,X,Y,Depth,PORO,PORV,NTG,PERMX,PERMY,PERMZ,SATNUM,PRESSURE_initial,PRESSURE_final,DELTA_PRESSURE,SWAT_initial,SWAT_final,DELTA_SWAT,SGAS_initial,SGAS_final,SOIL_initial,SOIL_final,OIL_PV_PROXY
C_64_40,P-F-11B,2.83,64,40,11,435313.4482221476,6478441.781124219,2887.6436462402344,0.25013285875320435,322.9255065917969,1.0,6336.69873046875,6336.69873046875,1901.0096435546875,1.0,325.0318908691406,336.8515930175781,11.8197021484375,0.13041731715202332,0.798389732837677,0.6679724156856537,0.0,0.0,0.8695826828479767,0.201610267162323,65.10509765750066
C_64_40,P-F-11B,2.83,64,40,13,435313.54998498136,6478441.727267038,2888.8057861328125,0.221018984913826,285.66485595703125,1.0,1787.1783447265625,1787.1783447265625,536.1535034179688,1.0,325.1121520996094,337.0154113769531,11.90325927734375,0.17879050970077515,0.7541451454162598,0.5753546357154846,0.0,0.0,0.8212094902992249,0.24585485458374023,70.23209162100102
C_64_40,P-F-11B,2.83,64,40,15,435313.65175490954,6478441.673405025,2889.967987060547,0.11432098597288132,147.8640899658203,1.0,18.602781295776367,18.602781295776367,1.8602781295776367,1.0,325.1922912597656,336.9371032714844,11.74481201171875,0.3532584309577942,0.37337103486061096,0.020112603902816772,0.0,0.0,0.6467415690422058,0.626628965139389,92.6559216765595
C_64_40,P-F-11B,2.83,64,40,17,435313.77472810535,6478441.608421422,2891.372772216797,0.2370106726884842,392.1142883300781,1.0,4382.1103515625,4382.1103515625,1752.8441162109375,1.0,325.29034423828125,360.5539245605469,35.263580322265625,0.09153187274932861,0.4265919029712677,0.3350600302219391,0.0,0.0,0.9084681272506714,0.5734080970287323,224.84150788912575
C_64_40,P-F-11B,2.83,64,40,18,435313.8397325525,6478441.574084017,2892.1153869628906,0.2467360645532608,408.52734375,1.0,6551.37451171875,6551.37451171875,2000.0,1.0,325.34161376953125,360.62969970703125,35.2880859375,0.07616275548934937,0.6441807746887207,0.5680180191993713,0.0,0.0,0.9238372445106506,0.3558192253112793,145.3618829715997
C_64_40,P-F-11B,2.83,64,40,19,435313.9047439362,6478441.539743487,2892.858123779297,0.2284981906414032,378.50250244140625,1.0,3081.876953125,3081.876953125,1232.7508544921875,1.0,325.392822265625,360.70672607421875,35.31390380859375,0.10498425364494324,0.6763348579406738,0.5713506042957306,0.0,0.0,0.8950157463550568,0.32366514205932617,122.5080662225082
C_64_40,P-F-11B,2.83,64,40,20,435313.9697571878,6478441.505400038,2893.600860595703,0.23324206471443176,386.5335693359375,1.0,3749.78369140625,3749.78369140625,1499.9134521484375,1.0,325.4434814453125,360.78375244140625,35.34027099609375,0.0974874496459961,0.6683340072631836,0.5708465576171875,0.0,0.0,0.9025125503540039,0.3316659927368164,128.20003999990877
C_64_40,P-F-11B,2.83,64,40,21,435314.0347736988,6478441.471055203,2894.3436279296875,0.24067674577236176,399.0364990234375,1.0,5099.3994140625,5099.3994140625,2000.0,1.0,325.4947814941406,360.8606872558594,35.36590576171875,0.08573833107948303,0.6772065758705139,0.5914682447910309,0.0,0.0,0.914261668920517,0.3227934241294861,128.80635787241772
C_64_40,P-F-11B,2.83,64,40,22,435314.0997877662,6478441.436715342,2895.086395263672,0.23944763839244843,397.17779541015625,1.0,4846.7021484375,4846.7021484375,1938.680908203125,1.0,325.54608154296875,360.9378662109375,35.39178466796875,0.08768072724342346,0.6727851629257202,0.5851044356822968,0.0,0.0,0.9123192727565765,0.3272148370742798,129.9624676146559
C_64_40,P-F-11B,2.83,64,40,23,435314.1648096886,6478441.402367988,2895.8292846679688,0.2072751373052597,344.0827331542969,1.0,1281.4161376953125,1281.4161376953125,512.5664672851562,1.0,325.59735107421875,361.0150451660156,35.417694091796875,0.13852328062057495,0.6825031042098999,0.543979823589325,0.0,0.0,0.861476719379425,0.3174968957901001,109.24519967146261
C_64_40,P-F-11B,2.83,64,40,24,435314.2298246743,6478441.368023759,2896.572052001953,0.18221396207809448,302.41229248046875,1.0,454.6106872558594,454.6106872558594,181.8442840576172,1.0,325.648681640625,361.09088134765625,35.44219970703125,0.1781277060508728,0.6394357681274414,0.4613080620765686,0.0,0.0,0.8218722939491272,0.3605642318725586,109.03905594703974
C_64_40,P-F-11B,2.83,64,40,25,435314.294812105,6478441.333695861,2897.3145141601562,0.17660963535308838,293.2440185546875,1.0,360.5760498046875,360.5760498046875,144.2304229736328,1.0,325.699462890625,361.1678161621094,35.468353271484375,0.18698428571224213,0.7046433091163635,0.5176590234041214,0.0,0.0,0.8130157142877579,0.2953566908836365,86.6115829417322
C_64_40,P-F-11B,2.83,64,40,26,435314.3666551232,6478441.295692907,2898.136749267578,0.20930899679660797,422.42462158203125,1.0,633.2149658203125,633.2149658203125,189.96449279785156,1.0,325.75830078125,361.2532958984375,35.4949951171875,0.16546350717544556,0.7108460664749146,0.545382559299469,0.0,0.0,0.8345364928245544,0.28915393352508545,122.14574094829004
C_64_40,P-F-11B,2.83,64,40,27,435314.44534819317,6478441.254015833,2899.0386352539062,0.2070981115102768,418.0732421875,1.0,210.63558959960938,210.63558959960938,63.190677642822266,1.0,325.8205871582031,361.3470153808594,35.52642822265625,0.2075292021036148,0.7297260165214539,0.522196814417839,0.0,0.0,0.7924707978963852,0.27027398347854614,112.9943205518066
C_64_40,P-F-11B,2.83,64,40,28,435314.5240232971,6478441.212346816,2899.9403686523438,0.1841144859790802,371.8784484863281,1.0,276.638916015625,276.638916015625,82.9916763305664,1.0,325.8812561035156,361.4403991699219,35.55914306640625,0.19711162149906158,0.7213519811630249,0.5242403596639633,0.0,0.0,0.8028883785009384,0.2786480188369751,103.62319291888343
C_64_40,P-F-11B,2.83,64,40,29,435314.60272057634,6478441.170667615,2900.8423767089844,0.2015795111656189,407.6011962890625,1.0,328.613037109375,328.613037109375,98.58391571044922,1.0,325.9432678222656,361.5339660644531,35.5906982421875,0.19053174555301666,0.727684736251831,0.5371529906988144,0.0,0.0,0.8094682544469833,0.27231526374816895,110.99602727152524
C_64_40,P-F-11B,2.83,64,40,30,435314.68141905766,6478441.128988021,2901.744384765625,0.1957748830318451,395.8590087890625,1.0,312.6841125488281,312.6841125488281,93.80523681640625,1.0,326.0054931640625,361.6275939941406,35.622100830078125,0.19243068993091583,0.7345860004425049,0.542155310511589,0.0,0.0,0.8075693100690842,0.2654139995574951,105.06652278357069
C_64_40,P-F-11B,2.83,64,40,31,435314.7600870263,6478441.087323926,2902.64599609375,0.18390822410583496,371.961181640625,1.0,264.93524169921875,264.93524169921875,79.48057556152344,1.0,326.06787109375,361.7210998535156,35.653228759765625,0.19876369833946228,0.7355087399482727,0.5367450416088104,0.0,0.0,0.8012363016605377,0.2644912600517273,98.38048162245832
C_64_40,P-F-11B,2.83,64,40,32,435314.83875224355,6478441.045660399,2903.547637939453,0.21386924386024475,432.9143371582031,1.0,642.897216796875,642.897216796875,192.86917114257812,1.0,326.1299743652344,361.8145751953125,35.684600830078125,0.164883553981781,0.7409493923187256,0.5760658383369446,0.0,0.0,0.835116446018219,0.2590506076812744,112.14672211476864
C_64_40,P-F-11B,2.83,64,40,33,435314.91742287215,6478441.003994351,2904.4494018554688,0.20714443922042847,419.5267333984375,1.0,166.11636352539062,166.11636352539062,49.83491134643555,1.0,326.1919860839844,361.9077453613281,35.71575927734375,0.21660369634628296,0.749174952507019,0.5325712561607361,0.0,0.0,0.783396303653717,0.25082504749298096,105.22781282923825
C_64_40,P-F-11B,2.83,64,40,34,435314.996112549,6478440.962320803,2905.351287841797,0.22946834564208984,465.1176452636719,1.0,51.58012771606445,51.58012771606445,15.474039077758789,1.0,326.25634765625,361.9974060058594,35.741058349609375,0.26130154728889465,0.6944371461868286,0.43313559889793396,0.0,0.0,0.7386984527111053,0.3055628538131714,142.12267504562988
C_64_40,P-F-11B,2.83,64,40,35,435315.0748023595,6478440.920645116,2906.253143310547,0.23761199414730072,481.7485046386719,1.0,63.77809524536133,63.77809524536133,19.1334285736084,1.0,326.3184814453125,362.08233642578125,35.76385498046875,0.2531889081001282,0.609574556350708,0.35638564825057983,0.0,0.0,0.7468110918998718,0.390425443649292,188.08687365093647
C_64_40,P-F-11B,2.83,64,40,36,435315.16951879225,6478440.870522629,2907.335235595703,0.22251072525978088,631.9276123046875,1.0,596.9044189453125,596.9044189453125,179.0713348388672,2.0,326.3962097167969,362.1884460449219,35.792236328125,0.16772037744522095,0.6682465076446533,0.5005261301994324,0.0,0.0,0.832279622554779,0.3317534923553467,209.64419229785562
C_64_40,P-F-11B,2.83,64,40,37,435315.28028097167,6478440.811946562,2908.5977478027344,0.23456357419490814,666.6515502929688,1.0,2102.273193359375,2102.273193359375,840.9093017578125,2.0,326.4850769042969,362.3194274902344,35.8343505859375,0.11960336565971375,0.741524338722229,0.6219209730625153,0.0,0.0,0.8803966343402863,0.258475661277771,172.3132003038263
C_64_40,P-F-11B,2.83,64,40,38,435315.39103974774,6478440.753372396,2909.8602294921875,0.2442162036895752,694.5999145507812,1.0,2939.6123046875,2939.6123046875,1175.844970703125,2.0,326.57183837890625,362.45074462890625,35.87890625,0.10679048299789429,0.72879958152771,0.6220090985298157,0.0,0.0,0.8932095170021057,0.27120041847229004,188.37578749698878
C_64_40,P-F-11B,2.83,64,40,39,435315.5017980569,6478440.694798959,2911.1227111816406,0.2457243651151657,699.4054565429688,1.0,3602.686279296875,3602.686279296875,1441.0745849609375,2.0,326.6600341796875,362.582275390625,35.9222412109375,0.09901687502861023,0.6895480751991272,0.590531200170517,0.0,0.0,0.9009831249713898,0.3104519248008728,217.13177019999785
C_64_40,P-F-11B,2.83,64,40,40,435315.61254442204,6478440.636232009,2912.3850708007812,0.2436821311712265,693.968505859375,1.0,2919.00244140625,2919.00244140625,1167.6009521484375,2.0,326.7506103515625,362.71380615234375,35.96319580078125,0.10705935955047607,0.7294948697090149,0.6224355101585388,0.0,0.0,0.8929406404495239,0.2705051302909851,187.7220410953305
C_64_40,P-F-11B,2.83,64,40,41,435315.7233066014,6478440.577655941,2913.6475830078125,0.2306831181049347,657.6903076171875,1.0,1756.453857421875,1756.453857421875,702.58154296875,2.0,326.8387756347656,362.8457336425781,36.0069580078125,0.12647196650505066,0.7308574318885803,0.6043854653835297,0.0,0.0,0.8735280334949493,0.2691425681114197,177.01245841407945
