WELL,MAE,RMSE,NRMSE_PERCENT,ACTIVE_MAPE_PERCENT
P-F-14,59.309026972566365,81.58233708782669,1.7184326242908088,10.048907838162368
P-F-12,38.60985125545721,89.08221623710473,1.612696848253686,4.563835732391816
P-F-11B,18.61102363126844,46.54373721768913,2.5183621129245126,5.530487090528516
P-F-15D,6.986483520648966,22.049160599792113,4.985992051273569,24.226312209860072
