TIME,WOPR_P-F-14_ECLIPSE,WOPR_P-F-14_OPM,WOPR_P-F-12_ECLIPSE,WOPR_P-F-12_OPM,WOPR_P-F-11B_ECLIPSE,WOPR_P-F-11B_OPM,WOPR_P-F-15D_ECLIPSE,WOPR_P-F-15D_OPM,WBHP_P-F-14_ECLIPSE,WBHP_P-F-14_OPM,WBHP_P-F-12_ECLIPSE,WBHP_P-F-12_OPM,WBHP_P-F-11B_ECLIPSE,WBHP_P-F-11B_OPM,WBHP_P-F-15D_ECLIPSE,WBHP_P-F-15D_OPM,WWCT_P-F-14_ECLIPSE,WWCT_P-F-14_OPM,WWCT_P-F-12_ECLIPSE,WWCT_P-F-12_OPM,WWCT_P-F-11B_ECLIPSE,WWCT_P-F-11B_OPM,WWCT_P-F-15D_ECLIPSE,WWCT_P-F-15D_OPM
2231.0,428.102844,358.628448,252.702682,239.428345,836.102051,802.164734,229.075104,229.091095,268.090729,274.529114,300.366028,301.723236,269.62442,263.822632,223.112823,223.134415,0.837689042,0.865742505,0.926676571,0.930660367,0.12958242,0.175419793,6.52099261e-05,6.32655065e-05
2241.0,580.218018,524.578003,272.47641,252.561768,918.757568,882.01593,329.987915,329.901398,258.74826,267.931396,297.845459,298.832733,268.81015,263.036133,213.845261,214.136383,0.831491709,0.848897159,0.929121315,0.934461176,0.126143798,0.171308875,7.4281932e-05,7.1720533e-05
2251.0,647.296814,600.948792,352.084869,325.004608,1271.92847,1225.28064,281.563568,281.477325,251.454071,262.116058,286.044922,287.261017,260.317749,254.477463,208.626007,209.302795,0.833923101,0.846773326,0.93289113,0.938200772,0.121005982,0.162532613,7.84961885e-05,7.5069489e-05
2261.0,632.287048,573.944824,340.016663,314.393921,1339.16321,1286.8844,252.190811,252.051315,250.228836,260.986755,285.842682,286.897552,256.233063,250.469589,205.265579,206.337021,0.839207232,0.855111003,0.935239613,0.940255821,0.126388356,0.170277074,8.2108847e-05,7.70584447e-05
2271.0,616.632935,545.632935,331.894653,308.875946,1375.21436,1315.83447,236.513321,236.29097,249.261124,259.906433,285.209625,286.2836,253.23909,247.30072,202.809036,204.26503,0.843968332,0.863112211,0.936885953,0.941384256,0.132071972,0.180162176,8.70266376e-05,7.86699675e-05
2281.0,381.129059,289.81897,204.194412,188.338745,740.236694,693.970398,138.708862,138.4879,267.905334,273.896606,302.74234,303.390167,266.994476,261.253296,205.619202,207.570343,0.852254093,0.889453828,0.93306905,0.938416183,0.166378468,0.232813999,8.64502363e-05,7.21568285e-05
2291.0,571.859314,488.432007,299.611938,279.837463,1165.18225,1104.64478,205.711899,205.258926,255.212326,264.704773,292.220154,293.315521,260.420502,254.055115,204.570511,206.944366,0.846904039,0.870601594,0.936228514,0.940555513,0.148283824,0.204750553,0.000103305625,7.67374368e-05
2301.0,581.883728,500.984741,326.998016,306.451416,1323.90198,1255.65112,222.315872,221.750046,253.574982,263.894775,289.031372,290.064301,256.451141,250.446899,202.791656,205.575897,0.852346539,0.874090374,0.939122796,0.943050861,0.150711864,0.206508785,0.000130130502,8.02249633e-05
2304.0,550.12146,465.002869,301.050476,282.052887,1361.17871,1289.94885,224.022125,223.448593,255.615616,265.354309,292.250793,293.227081,255.574509,249.508209,202.263245,205.163239,0.854778886,0.878509343,0.939630628,0.943541825,0.15257442,0.20900552,0.000140891658,8.1219303e-05
2305.0,548.545471,463.882721,300.550812,281.662537,1360.00989,1288.12744,224.046875,223.469818,255.6427,265.262817,292.468048,293.413818,255.460861,249.361786,202.090286,205.026291,0.85522002,0.878816426,0.939733386,0.943621814,0.153511733,0.210426092,0.000144645222,8.15474777e-05
2306.0,547.271851,464.164978,300.048859,281.301819,1358.88696,1286.47388,224.075851,223.493256,255.618881,265.091187,292.576935,293.444366,255.369354,249.235703,201.918457,204.890396,0.855577528,0.878739238,0.939836621,0.943695784,0.154425785,0.21172905,0.000148607607,8.19013439e-05
2307.0,546.196167,465.5401,299.553253,280.975006,1357.83984,1285.04968,224.106903,223.517853,255.535522,264.818146,292.609802,293.350739,255.281677,249.107986,201.747864,204.755188,0.855880141,0.87836194,0.939938664,0.943762898,0.155285507,0.212858364,0.000152773428,8.22679867e-05
2309.0,544.100891,468.085358,298.602783,280.360382,1355.97668,1282.86023,224.171616,223.567902,255.304855,264.272247,292.54364,292.971008,255.103607,248.831924,201.41011,204.486069,0.856470346,0.87766242,0.940134346,0.943888903,0.156829521,0.214594528,0.000161747637,8.30619247e-05
2311.0,541.785828,470.296326,297.740173,279.755646,1354.39978,1281.1134,224.233948,223.613785,255.018112,263.737946,292.352386,292.501648,254.914825,248.513123,201.076813,204.217392,0.85712111,0.877055287,0.940311849,0.944013,0.158132941,0.215998739,0.0001719633,8.39110799e-05
2321.0,547.4646,489.799713,305.336029,287.344269,1420.68542,1343.67505,234.891541,234.136398,252.990234,261.738007,291.513153,290.907501,252.529175,245.533463,198.961716,202.339157,0.862435162,0.877766132,0.941926301,0.945436537,0.164311185,0.221729502,0.000247576565,8.99682054e-05
2331.0,420.689606,374.832428,132.011902,120.520706,1110.30994,1045.02808,177.839661,177.22081,256.210449,262.099731,303.601074,302.563721,256.634613,248.770599,199.698715,203.147934,0.857200265,0.873696864,0.930378258,0.936613798,0.172699183,0.23445195,0.000369534362,9.55630458e-05
2341.0,495.121735,441.796234,117.993683,108.315765,1228.15332,1153.09338,197.328949,196.709305,256.460205,264.44223,316.924866,315.792145,255.09169,247.688614,199.288712,202.957886,0.865662813,0.880956054,0.923906326,0.930346131,0.183419436,0.246284917,0.000890268595,0.000107419939
2351.0,509.920288,462.81601,327.856384,310.065308,1290.9635,1211.66809,209.448669,207.989426,254.436279,263.187347,291.737793,291.495117,254.363937,246.743332,198.527786,202.326385,0.871980369,0.884456456,0.938422859,0.941854,0.185588673,0.248602167,0.00210962282,0.000128424726
2361.0,495.32373,447.471924,308.362854,287.689087,1327.47607,1245.25586,211.926666,209.030853,254.296555,262.972412,291.950684,291.336151,253.439819,245.683899,197.676743,201.533157,0.875115693,0.887809157,0.941791058,0.945789158,0.189749151,0.252808839,0.00458464492,0.000156743132
2371.0,453.32843,399.834412,279.635925,260.391785,1246.08374,1164.36646,195.565231,194.263916,256.413452,264.324371,293.47818,292.900055,254.546127,246.845963,197.574341,201.577713,0.877151132,0.892360628,0.942700863,0.94673872,0.197501317,0.263420582,0.00797888823,0.000192807871
2381.0,461.489777,405.181366,284.402344,266.208221,1281.01147,1195.18835,202.685257,202.919952,255.818863,264.115784,293.061676,292.557312,253.671082,246.119446,196.927689,201.010071,0.879185379,0.894632459,0.944247961,0.947898924,0.201746956,0.268672645,0.0116960928,0.000241669695
2391.0,445.045776,388.987885,271.44986,255.041748,1290.11426,1201.71716,204.31752,205.32756,255.394516,263.407257,292.335266,291.836761,252.585663,245.105469,196.073715,200.328629,0.879413962,0.895315588,0.944738269,0.948157072,0.204783499,0.272774875,0.0153000066,0.000304414076
2401.0,422.975525,360.486145,258.679657,243.92691,1230.99963,1141.7699,193.426041,194.991486,258.47702,266.168671,296.205353,295.610992,253.705276,246.623917,195.846191,200.375046,0.882066607,0.900267363,0.945771396,0.948936403,0.217337862,0.287941694,0.0190730765,0.000383138424
2411.0,457.257904,399.492035,273.635681,259.380127,1249.2157,1157.37537,206.660431,209.154236,255.599457,264.188385,293.671326,293.240051,253.202927,246.150589,194.892288,199.585342,0.881779432,0.897403538,0.947118282,0.949936211,0.22170049,0.292843848,0.023020409,0.000502706156
2421.0,441.612701,381.876831,276.791809,263.333618,1232.21143,1139.83691,202.879654,205.697083,256.849457,265.243164,292.853882,292.400146,253.375961,246.439194,194.231323,199.138397,0.883842707,0.900263727,0.948471189,0.95103246,0.229492247,0.300952345,0.0270145405,0.000793368323
2431.0,134.972076,83.9270706,121.93409,112.961517,339.410339,284.316193,44.1923294,45.0763359,285.346405,286.606476,313.401398,312.995972,274.15683,268.716949,202.722549,208.101273,0.899534166,0.938555181,0.94069767,0.945167959,0.378656775,0.49717921,0.0344586968,0.00113852741
2441.0,442.053986,360.730286,270.833588,256.85495,753.100281,679.193237,75.1397552,77.0799026,262.137756,270.39502,294.46405,295.349945,270.163177,261.596954,209.535645,214.630341,0.872806609,0.897265375,0.945906639,0.948763549,0.251973957,0.341885865,0.041550301,0.00101428409
2451.0,450.27359,389.213135,269.269653,256.063019,1263.56836,1174.70374,213.784088,218.452896,261.06076,269.806824,295.797058,295.674133,259.300354,253.224487,207.529205,212.483871,0.878717184,0.895937383,0.948431253,0.951016366,0.226856083,0.294011593,0.0400115028,0.00225208001
2461.0,449.696686,394.167786,267.611053,257.276337,1223.31287,1137.06531,207.683533,211.632126,260.873657,269.602448,296.360748,295.836823,258.059326,252.579285,206.256119,210.991806,0.882029831,0.897277296,0.950586021,0.952535987,0.239566013,0.305654019,0.040609017,0.0032538427
2471.0,376.473267,314.834808,236.957199,228.372131,1030.10413,951.217041,184.184143,187.655853,267.120514,274.244415,300.075592,299.727173,261.851318,256.059631,206.641266,211.297806,0.885554731,0.905091465,0.950962842,0.952778518,0.261407614,0.33064878,0.0436205566,0.00428123167
2481.0,429.156647,373.326477,249.222656,242.18573,1135.60461,1051.98938,204.563629,209.628174,262.622162,270.974182,298.111786,297.749908,259.576508,253.5159,205.528046,209.967819,0.884509802,0.90021354,0.952175677,0.953555822,0.257789433,0.324746877,0.0475044139,0.00513568055
2491.0,407.934021,352.138947,238.551987,232.848846,1100.55237,1018.67554,194.005829,199.40242,265.055664,272.996002,300.711304,300.117279,260.207733,254.259216,205.191513,209.62384,0.88798362,0.903967202,0.953135669,0.954280913,0.269893795,0.336273462,0.0531174466,0.00590060465
2501.0,400.497833,345.402313,230.671936,225.857162,1078.25891,996.422607,200.437256,207.572113,266.271942,274.067963,302.537323,301.888641,261.112518,254.90448,204.479675,208.779922,0.889645636,0.905469298,0.953793168,0.954779208,0.279199481,0.345848143,0.0601983182,0.00654468406
2511.0,443.418396,398.137177,231.285767,226.976837,1066.64624,983.980469,204.662827,213.817123,262.863525,271.952881,302.973236,302.383728,261.574768,255.170975,203.431686,207.712448,0.889141619,0.900971055,0.954571128,0.955436349,0.284596354,0.352119863,0.0700914711,0.00712125143
2521.0,463.917023,430.241913,213.482178,208.520096,1023.79944,942.291748,199.983154,210.735901,258.640289,268.509094,301.545563,301.419159,261.842499,254.927979,202.596207,206.771896,0.88633436,0.894980133,0.95378226,0.95487982,0.283293396,0.352587998,0.0833196491,0.00765798101
2524.0,347.712128,302.587891,0.0,-0.0,270.85025,214.981415,15.1413984,16.6792068,269.964142,277.267456,332.607391,332.852325,275.617981,268.79126,206.587219,210.517303,0.889454842,0.904396713,0.0,0.0,0.471146703,0.595425844,0.130699337,0.00655634608
2531.0,368.846283,335.307556,0.0,-0.0,279.332367,219.666855,15.9858589,16.7119141,271.551361,279.533081,330.505188,321.434326,279.501221,271.575409,214.748047,218.627518,0.882392943,0.893591344,0.0,0.0,0.451265991,0.585207343,0.0638388842,0.00219759694
2541.0,455.407349,441.598938,0.0,-0.0,210.757538,157.558823,0.0,-0.0,269.048401,279.007324,332.835052,324.81192,287.03418,280.123169,230.41037,232.382523,0.868373036,0.872602105,0.0,0.0,0.457129657,0.612668097,0.0,0.0
2551.0,475.596619,469.255524,0.0,-0.0,307.583099,255.059891,0.0,-0.0,270.484467,281.110809,333.495422,326.353729,290.550781,282.181213,250.110458,251.818939,0.867141306,0.869038999,0.0,0.0,0.368145585,0.495041728,0.0,0.0
2558.0,514.313049,527.667725,0.0,-0.0,477.034241,423.325134,0.0,-0.0,267.731903,279.327637,333.652405,326.444061,288.838806,282.10791,270.111664,271.888458,0.863971353,0.8602404,0.0,0.0,0.310677946,0.403942794,0.0,0.0
2561.0,516.342529,440.054993,0.0,717.617493,478.491302,1076.44238,0.0,241.919067,267.637451,280.068268,333.615875,303.265045,288.885712,270.198273,282.176483,259.044983,0.863401532,0.870052874,0.0,0.400604218,0.308002353,0.304964602,0.0,0.0098476382
2571.0,432.346954,401.20871,972.82196,549.671021,1061.98328,996.487854,207.92717,231.231628,270.098694,275.556183,310.114197,289.111084,273.481873,264.838623,249.140869,241.356781,0.87240237,0.882110715,0.0,0.545026541,0.249752164,0.306972355,0.135587931,0.0105923302
2581.0,408.999725,360.35849,1121.86731,628.335571,1117.57031,1050.69019,203.740112,224.583374,267.752869,272.686646,301.294983,279.890289,266.838654,257.640625,237.131592,233.13588,0.878427863,0.893606305,9.76646188e-05,0.546777368,0.254668415,0.309817225,0.127687946,0.0120714083
2591.0,351.412567,283.612701,1213.578,686.483521,1098.354,1032.70239,156.552734,174.241302,268.007172,272.315125,292.736847,273.131592,262.574463,253.017075,234.42485,231.049713,0.883472145,0.906915724,0.0114756497,0.542930841,0.264993161,0.319264621,0.140416473,0.0139013631
2601.0,362.462494,293.516113,928.863159,525.494019,834.291626,775.677124,151.206161,169.601196,269.763611,274.271362,299.418762,281.904205,266.762543,257.402679,232.681824,229.999069,0.88659054,0.909079909,0.0542502105,0.557675958,0.307190418,0.366894186,0.150447562,0.0160194356
2611.0,412.282959,349.197906,1016.97028,590.776306,1105.17114,1039.8064,175.885727,197.426147,268.405914,273.248993,297.673004,280.435669,261.683472,250.888275,228.9254,227.171997,0.890253961,0.907789052,0.106623925,0.563711286,0.304491639,0.354961604,0.155166402,0.0191406142
2621.0,404.078491,339.996368,945.397522,599.809509,1126.08252,1061.0918,162.673157,184.308197,268.240662,273.258148,294.627075,279.258575,260.692566,248.973953,227.405884,225.744705,0.891957939,0.909830272,0.220065996,0.568279386,0.315913916,0.363992274,0.17123504,0.0248613246
2631.0,390.507904,314.344116,858.167969,615.764587,1311.98999,1237.78943,145.68692,167.288788,268.23999,274.190796,289.598755,277.382996,255.161896,242.959,227.407959,225.62973,0.894659102,0.916016042,0.350264579,0.574816346,0.315461159,0.362645924,0.192296058,0.0343710482
2641.0,375.613831,298.434601,578.379272,431.062164,1625.07861,1556.19885,100.948242,119.094986,269.43811,274.803131,300.054047,287.275543,254.461029,242.830429,231.94043,229.191269,0.897019625,0.918986142,0.4095411,0.592285395,0.278171569,0.315388113,0.225116342,0.0430503227
2651.0,370.275421,288.552856,649.89978,528.677246,1819.5675,1750.15918,117.328743,139.582306,267.219116,272.090851,290.602325,279.035828,246.483566,234.130707,233.263062,229.960739,0.899051309,0.922145784,0.474890113,0.594614744,0.288264126,0.320970088,0.24471356,0.0576792136
2661.0,337.189301,244.642944,641.661011,543.496399,1811.547,1738.81274,121.758621,147.35556,269.111115,274.284882,286.48941,275.369843,241.941452,229.313507,232.966736,229.720505,0.902855992,0.930374026,0.520668626,0.610039413,0.310547292,0.34391728,0.269389629,0.0711296201
2671.0,345.158051,246.302856,615.127075,531.000244,1836.43945,1762.44482,118.480186,149.312836,271.066315,276.590759,287.378418,275.491028,238.803085,225.636124,232.403503,229.347946,0.906729162,0.934250474,0.560666084,0.63319689,0.336578637,0.368675351,0.301241726,0.0871746615
2681.0,336.935974,242.694366,545.841919,475.427582,1848.17493,1772.8208,118.067703,149.890121,269.458252,273.838623,289.40921,276.163727,236.028854,221.365372,231.465073,228.37027,0.9066239,0.933540821,0.583002388,0.647467136,0.35161227,0.382967174,0.322636217,0.104761712
2691.0,323.851257,229.246857,532.486938,472.420319,1746.66406,1663.44299,107.877625,136.854141,268.638275,273.963013,286.28125,274.043304,234.89978,220.082748,231.604767,228.257111,0.907405198,0.935258627,0.602970541,0.656521738,0.368279099,0.403938085,0.341787964,0.126725554
2701.0,316.534454,222.666748,508.570862,458.026154,1658.12537,1569.16357,97.9591751,126.276825,267.963287,273.645386,284.873932,273.134064,234.385818,219.437836,232.670761,228.684326,0.90796423,0.936062753,0.620441377,0.665433466,0.38294062,0.422038913,0.365041584,0.140955046
2711.0,340.376068,245.107422,511.634308,468.634521,1610.92078,1521.08594,93.4366837,123.008392,263.165894,269.402679,280.751678,269.160217,233.064224,217.999054,233.408615,228.951462,0.907038569,0.933862448,0.637272477,0.673602462,0.390693665,0.430904359,0.389063776,0.150635436
2721.0,312.930176,223.235489,538.871033,504.897125,1515.39722,1424.15674,90.6424789,120.617943,264.766296,270.57196,275.261475,264.230164,233.024445,218.198273,233.892899,229.065231,0.908989727,0.935855269,0.656150341,0.68207866,0.40449658,0.446735919,0.407618135,0.167513311
2731.0,300.210846,213.103119,592.499207,568.835571,1421.51904,1334.98413,86.1993408,116.044121,268.630493,273.320496,269.453033,258.181396,234.528702,219.55011,235.140305,229.646622,0.912200868,0.938404739,0.679669857,0.695132911,0.424770862,0.465803862,0.420725733,0.174723804
2741.0,318.707947,227.638138,588.879395,570.475342,1478.8385,1394.90247,85.8304062,117.647293,268.846802,273.340027,269.173828,255.980286,233.705719,217.93779,236.201431,229.869904,0.912785769,0.938419223,0.699755609,0.711092532,0.432233274,0.469924212,0.439409435,0.180944607
2751.0,290.775024,202.314011,551.547302,534.940979,1523.40173,1433.68445,86.6826324,120.892349,270.20755,274.962463,270.044891,256.882965,231.454865,215.630035,236.379791,229.473618,0.912509322,0.939855814,0.711672664,0.722064137,0.435896993,0.475003779,0.462693721,0.196752787
2761.0,285.940338,195.359283,490.479767,472.973755,1431.99207,1341.86926,51.198597,71.4800415,270.893646,275.970642,273.842499,261.295563,230.922501,215.935104,245.750839,235.473465,0.912188888,0.940752745,0.720586836,0.732296526,0.454881698,0.49507919,0.423045784,0.13056314
2771.0,293.141846,200.464752,484.984772,468.505096,1419.99902,1341.55481,0.0,-0.0,269.313263,273.54895,272.066803,259.212311,228.684967,214.226486,271.928375,251.59346,0.911498725,0.940238535,0.729681432,0.740392983,0.467481434,0.50187254,0.0,0.0
2781.0,292.373444,200.512192,448.609528,432.228485,1308.03882,1239.58801,0.0,-0.0,268.451904,272.401917,273.668823,260.320221,228.982254,214.983795,298.752136,269.164764,0.910981476,0.939718723,0.73760432,0.748661578,0.488540143,0.519600272,0.0,0.0
2784.0,286.975983,196.386139,436.121124,419.66275,1252.52258,1185.38391,146.368912,203.642349,268.976959,273.062256,274.402008,261.121674,229.518341,215.563187,270.243347,256.209991,0.911275804,0.940049171,0.739982426,0.751269877,0.49729982,0.528494537,0.530716717,0.304712176
2791.0,288.087738,194.099304,428.385315,411.754669,1234.92651,1172.81177,192.025055,218.217896,268.265411,272.922455,274.259125,261.26059,228.688141,215.336899,292.184753,273.827942,0.91091907,0.940763831,0.745168626,0.756486833,0.505634069,0.534327567,0.32708317,0.198100328
2801.0,127.738319,81.0294037,262.541443,247.148666,483.341095,428.239319,147.593857,177.798386,286.152924,286.341125,294.801697,283.601593,251.254044,238.628464,299.934265,283.617981,0.916033089,0.947461605,0.738969862,0.756271183,0.624827981,0.67221874,0.459676325,0.310244948
2811.0,284.31073,188.469116,399.516663,387.42746,1161.63477,1114.45715,243.070724,281.026581,269.651917,273.431335,276.147339,264.846436,234.182861,223.085022,280.286163,267.882843,0.905472994,0.938230932,0.754263282,0.762741446,0.513929307,0.536478937,0.459457159,0.353282273
2821.0,283.509827,191.743607,382.011505,371.337219,1083.44287,1036.74451,189.044724,245.143921,268.951782,271.619141,276.529785,263.549225,232.644821,221.012817,282.005798,266.64859,0.906496167,0.93761909,0.761537313,0.769102693,0.536181569,0.558903277,0.529896736,0.354876965
2831.0,261.29245,174.777878,363.143768,354.50943,1046.82983,998.951355,162.757187,196.569733,271.247589,274.296448,277.833038,264.917267,230.579636,219.667633,285.681915,269.481995,0.908481121,0.93961364,0.767591178,0.773865461,0.557216585,0.580141068,0.556827903,0.444285482
2841.0,300.347015,202.382446,362.964478,355.866333,1139.8385,1091.97461,150.287766,207.019684,267.46814,272.291962,276.851593,263.904999,224.038223,213.378357,286.445282,270.254211,0.90836513,0.939080596,0.774205446,0.779212952,0.568973601,0.589499414,0.577435791,0.377015293
2851.0,295.433258,201.708664,357.576111,352.632446,1143.81885,1105.96167,143.014832,176.137024,265.678131,269.961182,275.244263,262.018524,219.547318,209.084808,285.874115,270.456451,0.909469843,0.938988566,0.779262424,0.782737017,0.584144354,0.599729896,0.593738616,0.479719132
2861.0,300.277466,209.976471,345.637756,343.254639,588.565002,561.00061,136.325989,168.604538,266.041077,269.583191,275.916687,262.598877,238.865204,227.582565,286.814514,271.222137,0.908914328,0.937098861,0.786697447,0.788404942,0.647895217,0.665916979,0.613188863,0.503256559
2871.0,298.254272,210.212814,344.122864,342.936188,894.811096,868.257446,127.635277,167.053589,266.998352,271.558136,276.176758,262.865387,229.608459,219.336853,288.307465,272.904572,0.911056995,0.938059986,0.79337275,0.794230282,0.61675477,0.629249513,0.628560305,0.490243107
2881.0,293.824066,205.130737,343.175751,342.250977,1438.71228,1427.47009,132.972198,209.366776,268.843903,274.019043,277.0177,262.709778,205.688187,196.744736,283.814087,268.518097,0.916386247,0.942290664,0.799561739,0.800209403,0.598438978,0.60268259,0.673133314,0.443087995
2891.0,269.779602,189.125778,319.441406,319.355103,1289.65417,1288.41833,11.832963,14.772172,270.391907,273.37854,279.356354,263.824005,205.937485,196.375046,316.062256,293.706177,0.917531967,0.942828298,0.803266943,0.803361416,0.620552123,0.621517301,0.575078368,0.446584761
2901.0,248.448166,173.607315,288.968567,288.447449,1173.75146,1177.02869,17.0972672,21.587328,277.201172,279.18573,286.235107,270.176788,208.181778,198.219971,321.146912,304.798492,0.920642674,0.945144415,0.808948576,0.809353828,0.645228744,0.644525528,0.610850334,0.487548679
2911.0,265.754547,179.864517,312.935883,314.444336,1191.97083,1194.99072,160.911133,283.065369,271.388123,275.600311,280.035675,264.937653,205.238251,195.365082,279.377075,269.763092,0.918195009,0.945284843,0.812584758,0.811611712,0.648448944,0.647957265,0.696817696,0.411761433
2921.0,261.271362,175.210678,289.176697,288.930878,1099.90198,1097.90149,112.906364,205.806946,270.034729,274.90506,280.738037,266.472748,206.085022,196.759384,280.823059,266.034637,0.918327272,0.945884287,0.814650655,0.814822674,0.660303354,0.661397994,0.73966682,0.480191886
2931.0,241.279251,164.161423,270.892426,271.249084,999.613281,997.371826,59.2011528,86.0470428,275.399567,279.125549,284.917999,270.475586,209.725784,200.901611,301.879852,282.830566,0.921325684,0.947073936,0.819987595,0.819730222,0.678504705,0.67951721,0.705129683,0.545649111
2941.0,282.188354,191.141769,290.669159,294.513428,1093.84131,1094.81995,0.0,-0.0,272.218933,276.238953,281.785492,266.626404,205.728836,196.626816,322.658203,305.669128,0.919555783,0.946141005,0.826538026,0.824041009,0.678762078,0.678637803,0.0,0.0
2951.0,250.456985,169.583466,268.101379,270.908203,1057.48987,1052.69592,115.421211,187.012802,272.311951,276.542938,283.224365,268.091034,205.639923,196.600189,284.966339,276.803314,0.920888424,0.9470433,0.828145921,0.826173842,0.68367523,0.68547672,0.748672485,0.56552124
2961.0,243.725647,164.900955,257.693176,260.769623,1040.85852,1029.75452,97.0041351,179.135162,271.677246,276.17804,282.697693,268.497986,204.45282,195.999023,281.778198,267.875885,0.921396673,0.947421014,0.830538869,0.828321338,0.687625766,0.691539109,0.780737221,0.561763525
2971.0,231.685715,158.697647,243.418701,247.179779,972.660583,961.385925,86.9694595,147.718933,272.687012,275.648926,283.971252,269.389923,206.312607,197.812515,283.245544,266.571167,0.922786653,0.947687984,0.833075941,0.830252528,0.696362019,0.700422227,0.794292688,0.62821424
2981.0,228.121689,157.892868,236.185959,241.255188,928.347473,921.757202,81.1782379,141.429108,280.681732,282.978149,290.529388,274.619202,209.262924,201.156036,288.282867,270.42276,0.926508009,0.949651957,0.841107547,0.837407589,0.712758899,0.715194821,0.806407273,0.641381681
2991.0,257.669373,174.483093,250.648743,257.966492,1017.45386,1008.18445,87.9802628,146.834366,276.662994,280.960968,288.099731,272.052734,205.916718,197.283859,286.99292,269.009277,0.924393475,0.949359655,0.845797658,0.84091872,0.709957182,0.713030934,0.805344701,0.656802535
3001.0,234.96962,159.715927,237.713501,244.159134,946.388306,933.821228,74.733345,102.984192,278.143188,282.370911,288.870514,273.758087,208.571747,200.069916,290.881531,273.588074,0.92590487,0.950170159,0.847952843,0.843480885,0.718285024,0.722423673,0.812953055,0.734211743
3011.0,243.732864,164.513382,226.563675,233.273254,884.894287,875.842834,39.026577,70.7902908,276.556061,279.934479,289.319031,274.185608,211.357269,202.699707,305.344269,287.31076,0.924518228,0.949610949,0.850195825,0.845385373,0.725647271,0.728696942,0.827103078,0.667221129
3021.0,236.319504,159.335968,214.464584,221.621353,819.022888,813.081116,16.346344,26.2798882,277.370453,279.897064,290.685822,275.548492,215.013107,206.225876,320.275208,303.605255,0.92331636,0.948875904,0.852644324,0.847318411,0.73379904,0.735859692,0.733845174,0.54040581
3031.0,274.630524,179.032303,210.497116,218.123398,565.171265,548.377991,90.755249,152.164917,272.78363,277.678528,290.609863,276.376709,229.522278,220.685852,284.956787,276.799622,0.916234553,0.946096659,0.856435895,0.850819647,0.756989241,0.764374495,0.817438185,0.677648365
3041.0,260.120697,174.235184,205.815292,213.733383,412.038696,392.002167,82.9696198,142.561768,273.363678,278.210083,289.894226,277.407654,240.776245,232.863419,282.702484,269.641541,0.91506362,0.943817854,0.858968079,0.853110373,0.772630155,0.783555388,0.831424057,0.695110023
3051.0,245.405624,169.648178,192.975662,200.200974,756.057556,747.247559,53.7551765,83.29879,275.854645,280.357239,292.608429,279.909576,223.385559,217.009216,297.424408,281.475647,0.917190254,0.943410337,0.860881925,0.855260551,0.737855971,0.740727365,0.821523666,0.711448431
3061.0,241.612839,174.186264,186.956253,194.422836,747.308594,736.358337,72.3703613,117.382118,276.899261,281.30957,294.365204,281.304504,222.536743,216.895645,288.392731,276.133118,0.917791665,0.941353202,0.86320132,0.857311249,0.739949405,0.743721306,0.835341096,0.721179783
3071.0,240.17453,181.767899,181.172318,188.678711,710.954956,700.5495,68.3609619,115.122223,277.817749,282.144806,295.796722,282.697296,224.043701,218.386642,289.738068,276.297058,0.917587698,0.93821305,0.865277708,0.859264791,0.744770944,0.748417974,0.836201668,0.710888565
3081.0,243.014633,191.147537,179.027466,187.040833,706.675903,699.636108,50.6251068,86.1334839,278.962158,283.309204,296.839996,283.725555,224.424469,218.859406,299.559448,285.065216,0.917230666,0.935447216,0.867871881,0.86151129,0.748129547,0.750510871,0.835459769,0.706175387
3091.0,250.946793,201.122925,166.455841,173.27887,705.039368,703.66156,42.8768959,65.9500351,278.647369,283.218231,299.620636,286.364716,224.580948,219.062073,303.777283,290.407043,0.915934622,0.933171332,0.868565202,0.862765908,0.750792801,0.751120269,0.846105874,0.754918277
3101.0,257.233734,207.600327,178.261215,187.670959,715.591553,718.69928,66.8092957,124.177757,278.170837,283.036499,296.746735,283.682648,223.572403,218.189041,292.306,281.281158,0.915292621,0.932181776,0.872237146,0.865001798,0.751928985,0.75060612,0.841742456,0.688741505
3111.0,256.95871,208.234695,174.41687,183.723373,701.281738,708.121155,57.572937,110.557076,278.74939,283.584442,297.450409,284.027344,223.990204,218.546677,294.915863,282.051849,0.915195763,0.93181628,0.874553382,0.867379606,0.755971372,0.753251195,0.850335062,0.695610166
3121.0,164.850479,141.477524,136.97023,142.32196,669.613464,676.186951,0.0,-0.0,290.006561,291.87619,306.324554,293.957123,226.598022,221.338684,327.494476,315.192383,0.91919601,0.931071877,0.87092638,0.865494728,0.763042688,0.760345161,0.0,0.0
3131.0,0.0,-0.0,133.043381,139.796417,672.335815,682.417542,0.0,-0.0,315.850983,311.627502,311.154907,299.660614,228.661865,223.639008,338.956482,327.356628,0.0,0.0,0.87150389,0.864491999,0.7709108,0.767004192,0.0,0.0
3141.0,0.0,-0.0,139.536728,148.457047,747.753723,761.077393,0.0,-0.0,313.946808,310.002106,308.444458,297.92041,224.486526,219.835907,339.651215,331.160034,0.0,0.0,0.872553527,0.863806188,0.765804231,0.761141479,0.0,0.0
