TIME,WOPR_P-F-14_ECLIPSE,WOPR_P-F-14_OPM,WOPR_P-F-12_ECLIPSE,WOPR_P-F-12_OPM,WOPR_P-F-11B_ECLIPSE,WOPR_P-F-11B_OPM,WOPR_P-F-15D_ECLIPSE,WOPR_P-F-15D_OPM,WBHP_P-F-14_ECLIPSE,WBHP_P-F-14_OPM,WBHP_P-F-12_ECLIPSE,WBHP_P-F-12_OPM,WBHP_P-F-11B_ECLIPSE,WBHP_P-F-11B_OPM,WBHP_P-F-15D_ECLIPSE,WBHP_P-F-15D_OPM,WWCT_P-F-14_ECLIPSE,WWCT_P-F-14_OPM,WWCT_P-F-12_ECLIPSE,WWCT_P-F-12_OPM,WWCT_P-F-11B_ECLIPSE,WWCT_P-F-11B_OPM,WWCT_P-F-15D_ECLIPSE,WWCT_P-F-15D_OPM
11.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,296.988342,296.562378,312.131226,312.160187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,297.017273,296.574799,312.208221,312.178894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,297.040009,296.587097,312.179688,312.191772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,297.056061,296.597015,312.181122,312.201996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,-0.0,1927.46167,1927.35779,0.0,-0.0,0.0,-0.0,291.098358,290.988892,300.864166,301.32547,0.0,0.0,0.0,0.0,0.0,0.0,3.07529581e-06,2.95078917e-06,0.0,0.0,0.0,0.0
57.0,0.0,-0.0,1929.22534,1929.09241,0.0,-0.0,0.0,-0.0,288.396973,288.246002,298.030823,298.45163,0.0,0.0,0.0,0.0,0.0,0.0,3.81778909e-06,3.73565399e-06,0.0,0.0,0.0,0.0
61.0,0.0,-0.0,2798.70459,2798.60791,0.0,-0.0,0.0,-0.0,285.830109,285.672852,293.109802,293.557434,0.0,0.0,0.0,0.0,0.0,0.0,5.08891617e-06,5.00913529e-06,0.0,0.0,0.0,0.0
71.0,0.0,-0.0,2840.45776,2840.66284,0.0,-0.0,0.0,-0.0,279.724762,279.607391,286.638397,287.222321,0.0,0.0,0.0,0.0,0.0,0.0,6.75756928e-06,6.67005315e-06,0.0,0.0,0.0,0.0
81.0,0.0,-0.0,2980.36426,2980.24512,0.0,-0.0,0.0,-0.0,273.755035,273.622528,280.183655,280.821808,0.0,0.0,0.0,0.0,0.0,0.0,8.39192853e-06,8.32243131e-06,0.0,0.0,0.0,0.0
91.0,0.0,-0.0,2065.30884,2065.13135,0.0,-0.0,0.0,-0.0,270.263611,270.019501,279.114746,279.61377,0.0,0.0,0.0,0.0,0.0,0.0,8.61075841e-06,8.61755143e-06,0.0,0.0,0.0,0.0
101.0,0.0,-0.0,2932.01489,2931.24268,0.0,-0.0,0.0,-0.0,264.739868,264.4953,271.238678,271.869751,0.0,0.0,0.0,0.0,0.0,0.0,1.05495792e-05,1.05544132e-05,0.0,0.0,0.0,0.0
111.0,0.0,-0.0,2216.61865,2215.69067,0.0,-0.0,0.0,-0.0,261.106201,260.764496,269.451263,269.974213,0.0,0.0,0.0,0.0,0.0,0.0,1.09206685e-05,1.10010915e-05,0.0,0.0,0.0,0.0
121.0,0.0,-0.0,2236.90161,2235.84888,0.0,-0.0,0.0,-0.0,260.726166,260.310089,269.548218,269.890778,0.0,0.0,0.0,0.0,0.0,0.0,1.07809119e-05,1.09544935e-05,0.0,0.0,0.0,0.0
131.0,0.0,-0.0,3150.66113,3149.18188,0.0,-0.0,0.0,-0.0,265.418365,264.80719,272.606903,272.995209,0.0,0.0,0.0,0.0,0.0,0.0,9.88357442e-06,1.00744146e-05,0.0,0.0,0.0,0.0
141.0,0.0,-0.0,4260.46338,4258.16406,0.0,-0.0,0.0,-0.0,267.749512,266.972015,272.131744,272.471161,0.0,0.0,0.0,0.0,0.0,0.0,9.94075435e-06,1.01483365e-05,0.0,0.0,0.0,0.0
151.0,0.0,-0.0,5015.30176,5012.28662,0.0,-0.0,0.0,-0.0,268.076202,267.263031,270.448975,270.821625,0.0,0.0,0.0,0.0,0.0,0.0,1.03388502e-05,1.05342651e-05,0.0,0.0,0.0,0.0
161.0,0.0,-0.0,3818.82983,3816.60107,0.0,-0.0,0.0,-0.0,268.139252,267.343201,273.374207,273.669495,0.0,0.0,0.0,0.0,0.0,0.0,9.56875374e-06,9.81392259e-06,0.0,0.0,0.0,0.0
166.0,0.0,-0.0,4971.15234,4968.54199,0.0,-0.0,0.0,-0.0,267.336884,266.554688,269.734131,270.10321,0.0,0.0,0.0,0.0,0.0,0.0,1.04454793e-05,1.06792668e-05,0.0,0.0,0.0,0.0
171.0,0.0,-0.0,4972.93262,4970.54492,0.0,-0.0,0.0,-0.0,266.668701,265.889435,268.979645,269.380188,0.0,0.0,0.0,0.0,0.0,0.0,1.06107582e-05,1.0851496e-05,0.0,0.0,0.0,0.0
181.0,0.0,-0.0,4936.10254,4933.84814,0.0,-0.0,0.0,-0.0,267.526245,266.710724,270.067993,270.432404,0.0,0.0,0.0,0.0,0.0,0.0,1.02282957e-05,1.051444e-05,0.0,0.0,0.0,0.0
191.0,0.0,-0.0,4889.90479,4887.86426,0.0,-0.0,0.0,-0.0,269.928925,269.036194,272.735382,273.03775,0.0,0.0,0.0,0.0,0.0,0.0,9.3972194e-06,9.73779606e-06,0.0,0.0,0.0,0.0
192.0,1352.84119,1348.99316,3541.69946,3540.27979,0.0,-0.0,0.0,-0.0,267.240601,267.33197,275.498138,275.767914,0.0,0.0,0.0,0.0,1.05444096e-05,1.00542265e-05,8.71430711e-06,9.06955484e-06,0.0,0.0,0.0,0.0
201.0,1347.08423,1346.82288,3542.70142,3541.48877,0.0,-0.0,0.0,-0.0,262.063538,261.770355,270.667847,271.047791,0.0,0.0,0.0,0.0,1.1943037e-05,1.13165161e-05,9.91288744e-06,1.02781987e-05,0.0,0.0,0.0,0.0
211.0,2657.03149,2659.41187,3128.76611,3127.59766,0.0,-0.0,0.0,-0.0,260.006897,259.780975,272.921814,273.279388,0.0,0.0,0.0,0.0,1.20166551e-05,1.12518856e-05,9.22535219e-06,9.65067557e-06,0.0,0.0,0.0,0.0
221.0,2511.6145,2514.13843,2378.65723,2377.78003,0.0,-0.0,0.0,-0.0,260.910522,260.653229,275.422516,275.774139,0.0,0.0,0.0,0.0,1.16135507e-05,1.07444375e-05,8.46466537e-06,8.944201e-06,0.0,0.0,0.0,0.0
231.0,3378.29102,3381.55518,4138.52393,4137.87061,0.0,-0.0,0.0,-0.0,254.073029,254.010834,265.398376,266.051697,0.0,0.0,0.0,0.0,1.33861067e-05,1.24294156e-05,1.09307475e-05,1.13516908e-05,0.0,0.0,0.0,0.0
241.0,1388.11035,1389.99585,3212.96411,3211.92017,0.0,-0.0,0.0,-0.0,260.414124,260.071228,270.36554,270.727051,0.0,0.0,0.0,0.0,1.17484915e-05,1.10216906e-05,9.52433948e-06,1.00709285e-05,0.0,0.0,0.0,0.0
251.0,1019.50323,1020.78442,1034.76941,1034.28711,0.0,-0.0,0.0,-0.0,265.420349,264.957031,279.238037,279.542175,0.0,0.0,0.0,0.0,1.05389736e-05,9.83507471e-06,7.08150901e-06,7.72027215e-06,0.0,0.0,0.0,0.0
261.0,3603.08179,3606.18726,2737.70923,2737.26685,0.0,-0.0,0.0,-0.0,251.138336,251.091003,265.216003,265.874115,0.0,0.0,0.0,0.0,1.40506318e-05,1.29889731e-05,1.06586203e-05,1.11996378e-05,0.0,0.0,0.0,0.0
271.0,4736.90088,4741.18408,3193.05029,3193.25708,0.0,-0.0,0.0,-0.0,239.283035,239.699829,254.120438,254.915665,0.0,0.0,0.0,0.0,1.75238583e-05,1.69915365e-05,1.34196252e-05,1.39547901e-05,0.0,0.0,0.0,0.0
281.0,4747.48535,4746.10107,3147.04663,3146.29175,0.0,-0.0,0.0,-0.0,236.508774,236.826584,252.492798,253.063278,0.0,0.0,0.0,0.0,1.82392851e-05,1.81568739e-05,1.37537172e-05,1.43912412e-05,0.0,0.0,0.0,0.0
291.0,4074.72998,4072.44946,2722.83521,2721.7085,0.0,-0.0,0.0,-0.0,238.325638,238.539642,254.62471,255.277756,0.0,0.0,0.0,0.0,1.75492551e-05,1.72809268e-05,1.31076267e-05,1.37723428e-05,0.0,0.0,0.0,0.0
301.0,4389.02881,4386.10254,3042.29565,3040.56079,0.0,-0.0,0.0,-0.0,241.141373,241.278488,256.277557,257.093414,0.0,0.0,0.0,0.0,1.65724214e-05,1.63952773e-05,1.25577444e-05,1.32107825e-05,0.0,0.0,0.0,0.0
311.0,4253.95117,4252.77441,3906.83716,3904.0166,0.0,-0.0,0.0,-0.0,242.786026,242.825928,254.975754,255.758942,0.0,0.0,0.0,0.0,1.59843657e-05,1.5834732e-05,1.27759768e-05,1.34244438e-05,0.0,0.0,0.0,0.0
321.0,3310.09717,3311.06567,5023.98438,5019.58154,0.0,-0.0,0.0,-0.0,247.624908,247.368027,254.648041,255.368744,0.0,0.0,0.0,0.0,1.45799331e-05,1.43505631e-05,1.27513895e-05,1.33684398e-05,0.0,0.0,0.0,0.0
331.0,3339.35596,3344.81396,4939.16357,4934.5332,0.0,-0.0,0.0,-0.0,249.866531,249.495453,257.205658,257.704926,0.0,0.0,0.0,0.0,1.37940124e-05,1.34418678e-05,1.20312407e-05,1.26709238e-05,0.0,0.0,0.0,0.0
341.0,3237.46851,3247.01611,4922.60352,4916.94531,0.0,-0.0,0.0,-0.0,257.38504,256.569244,264.335114,264.561096,0.0,0.0,0.0,0.0,1.1480075e-05,1.1351357e-05,1.00550833e-05,1.07327642e-05,0.0,0.0,0.0,0.0
351.0,3519.61719,3549.88159,5198.97119,5193.99072,0.0,-0.0,0.0,-0.0,261.729156,260.737793,268.438782,268.569,0.0,0.0,0.0,0.0,1.01283358e-05,1.01638161e-05,8.84304518e-06,9.48260185e-06,0.0,0.0,0.0,0.0
354.0,3430.60425,3455.32642,5419.75488,5414.73779,0.0,-0.0,0.0,-0.0,263.383881,262.421051,269.390076,269.523712,0.0,0.0,0.0,0.0,9.71342342e-06,9.76330648e-06,8.55731469e-06,9.16340559e-06,0.0,0.0,0.0,0.0
355.0,3434.0498,3457.24634,5419.84766,5414.90332,0.0,-0.0,0.0,-0.0,263.826447,262.917938,269.88504,270.018372,0.0,0.0,0.0,0.0,9.5776868e-06,9.62412742e-06,8.42142435e-06,9.02051033e-06,0.0,0.0,0.0,0.0
361.0,3449.24756,3466.44702,5419.43164,5414.9209,0.0,-0.0,0.0,-0.0,266.903625,266.02951,272.978577,273.101685,0.0,0.0,0.0,0.0,8.74431407e-06,8.78956052e-06,7.58158058e-06,8.14246141e-06,0.0,0.0,0.0,0.0
371.0,3256.7002,3271.21606,5523.8042,5519.8999,0.0,-0.0,0.0,-0.0,271.509369,270.716949,276.927032,277.01413,0.0,0.0,0.0,0.0,7.48492221e-06,7.57224961e-06,6.48454852e-06,6.98110171e-06,0.0,0.0,0.0,0.0
381.0,3247.73877,3262.30371,5434.71973,5432.03906,0.0,-0.0,0.0,-0.0,275.941101,275.148529,281.640289,281.643951,0.0,0.0,0.0,0.0,6.25736311e-06,6.41151064e-06,5.27322163e-06,5.69960321e-06,0.0,0.0,0.0,0.0
391.0,4385.38281,4401.22803,4321.64111,4320.6167,0.0,-0.0,0.0,-0.0,278.880127,278.100525,290.085449,289.930481,0.0,0.0,0.0,0.0,5.44316163e-06,5.50111054e-06,3.53545624e-06,3.92422544e-06,0.0,0.0,0.0,0.0
401.0,3653.62842,3668.72461,4610.24463,4610.09912,0.0,-0.0,0.0,-0.0,283.300995,282.473328,292.204346,292.105896,0.0,0.0,0.0,0.0,4.42435066e-06,4.56784073e-06,3.15652915e-06,3.46762249e-06,0.0,0.0,0.0,0.0
411.0,3878.86035,3893.78394,4223.29541,4223.22217,0.0,-0.0,0.0,-0.0,286.414093,285.601562,296.928711,296.818207,0.0,0.0,0.0,0.0,3.7656805e-06,3.86651527e-06,2.48744004e-06,2.7163544e-06,0.0,0.0,0.0,0.0
421.0,4256.11182,4271.24512,4250.41113,4249.78613,0.0,-0.0,0.0,-0.0,290.668823,289.772095,301.867706,301.76947,0.0,0.0,0.0,0.0,2.82083033e-06,3.22574897e-06,1.86266823e-06,2.00313684e-06,0.0,0.0,0.0,0.0
429.0,4038.07202,4052.7998,4162.43945,4161.79492,0.0,-0.0,0.0,-0.0,295.173645,294.160675,306.121704,305.971832,0.0,0.0,0.0,0.0,2.24713904e-06,2.5926704e-06,1.48328775e-06,1.76243816e-06,0.0,0.0,0.0,0.0
431.0,4039.79199,4054.61816,4162.85303,4162.56445,0.0,-0.0,0.0,-0.0,296.146606,295.115967,307.100372,306.953949,0.0,0.0,0.0,0.0,2.14006582e-06,2.49682876e-06,1.4065115e-06,1.78296682e-06,0.0,0.0,0.0,0.0
441.0,2479.23047,2485.06445,3455.77246,3455.75464,0.0,-0.0,0.0,-0.0,289.160156,288.56308,298.206268,298.075775,0.0,0.0,0.0,0.0,3.66693303e-06,4.45240539e-06,3.19008291e-06,4.42748387e-06,0.0,0.0,0.0,0.0
451.0,4161.02344,4153.48242,3095.32593,3096.58691,0.0,-0.0,0.0,-0.0,266.246277,266.531464,280.645813,280.858673,0.0,0.0,0.0,0.0,1.05246891e-05,1.13530832e-05,9.59108274e-06,1.0935697e-05,0.0,0.0,0.0,0.0
461.0,1941.07117,1938.18164,2453.47461,2453.90723,0.0,-0.0,0.0,-0.0,269.027924,268.8367,280.666351,280.803314,0.0,0.0,0.0,0.0,1.07904407e-05,1.18735588e-05,1.26751247e-05,1.34670972e-05,0.0,0.0,0.0,0.0
471.0,1847.36755,1841.92566,5191.44775,5194.28223,0.0,-0.0,0.0,-0.0,259.118134,259.210938,262.432434,263.141968,0.0,0.0,0.0,0.0,1.4783921e-05,1.55640992e-05,3.47186287e-05,3.05269532e-05,0.0,0.0,0.0,0.0
481.0,2700.57202,2695.25,4812.17383,4815.29248,0.0,-0.0,0.0,-0.0,249.769104,249.993698,255.687393,256.453766,0.0,0.0,0.0,0.0,2.25992444e-05,2.19741651e-05,7.23097837e-05,5.9087095e-05,0.0,0.0,0.0,0.0
491.0,3583.14185,3581.54541,4263.17773,4264.76807,0.0,-0.0,0.0,-0.0,246.917877,246.946594,256.222595,256.914093,0.0,0.0,0.0,0.0,0.000199599715,7.21741162e-05,0.000120624711,9.72346897e-05,0.0,0.0,0.0,0.0
501.0,3524.34326,3515.21045,4054.8208,4054.81104,0.0,-0.0,0.0,-0.0,252.210876,251.852219,262.201172,262.87204,0.0,0.0,0.0,0.0,0.00233718939,0.00250885426,0.000188156366,0.000153109562,0.0,0.0,0.0,0.0
511.0,4060.10791,4034.38403,4846.1665,4845.91992,0.0,-0.0,0.0,-0.0,256.220367,255.671295,265.168274,265.897369,0.0,0.0,0.0,0.0,0.00691585056,0.0130334459,0.000440137868,0.000395760086,0.0,0.0,0.0,0.0
521.0,3673.18677,3679.13135,5178.80518,5180.88184,0.0,-0.0,0.0,-0.0,257.492737,257.061462,264.844666,265.500488,0.0,0.0,0.0,0.0,0.0265955813,0.0243256856,0.00130041013,0.00108502212,0.0,0.0,0.0,0.0
531.0,3216.70264,3216.58691,4787.31299,4793.82227,0.0,-0.0,0.0,-0.0,250.665726,250.484344,258.059082,258.769745,0.0,0.0,0.0,0.0,0.0311066452,0.0293192808,0.0027891926,0.00203013862,0.0,0.0,0.0,0.0
541.0,3006.96851,3005.36841,4409.91748,4417.60498,0.0,-0.0,0.0,-0.0,245.970444,245.998199,253.80751,254.790054,0.0,0.0,0.0,0.0,0.0351216272,0.0340282656,0.00434934581,0.00306101539,0.0,0.0,0.0,0.0
551.0,2072.73633,2072.72363,2845.18555,2849.49316,0.0,-0.0,0.0,-0.0,248.143295,247.949646,257.256409,258.105774,0.0,0.0,0.0,0.0,0.0486730263,0.0491224043,0.00403379323,0.00285053905,0.0,0.0,0.0,0.0
561.0,2001.04993,1998.2561,3276.85962,3281.99097,0.0,-0.0,0.0,-0.0,247.990738,247.651169,256.02301,256.87027,0.0,0.0,0.0,0.0,0.0551260784,0.057198219,0.00436317967,0.00306563638,0.0,0.0,0.0,0.0
571.0,2113.16992,2107.85669,3401.53027,3405.47021,0.0,-0.0,0.0,-0.0,254.850693,254.341797,263.789429,264.509766,0.0,0.0,0.0,0.0,0.0630569607,0.0670953989,0.00491452916,0.00357021927,0.0,0.0,0.0,0.0
581.0,2233.60767,2223.55884,3524.69995,3529.06445,0.0,-0.0,0.0,-0.0,266.135773,264.695129,275.681396,275.997589,0.0,0.0,0.0,0.0,0.0761173368,0.083485283,0.00600371696,0.00467276946,0.0,0.0,0.0,0.0
591.0,3431.28125,3394.34033,3368.37402,3376.41919,0.0,-0.0,0.0,-0.0,260.595398,259.250732,273.736664,274.243134,0.0,0.0,0.0,0.0,0.0647310391,0.0765807331,0.00847888924,0.0061226734,0.0,0.0,0.0,0.0
601.0,4392.58398,4323.3833,4699.33887,4722.53955,0.0,-0.0,0.0,-0.0,254.677475,254.341492,265.841583,267.44635,0.0,0.0,0.0,0.0,0.0810455829,0.0976140872,0.0167693477,0.010897317,0.0,0.0,0.0,0.0
611.0,3554.75195,3488.79126,2579.89478,2595.69409,0.0,-0.0,0.0,-0.0,262.674988,262.012085,280.256927,280.897369,0.0,0.0,0.0,0.0,0.104341201,0.124907732,0.0216905437,0.0138484966,0.0,0.0,0.0,0.0
621.0,2385.45752,2322.9834,2566.48364,2584.87988,0.0,-0.0,0.0,-0.0,271.00528,269.979858,285.209015,285.811707,0.0,0.0,0.0,0.0,0.127139241,0.157068849,0.0263478644,0.0171075761,0.0,0.0,0.0,0.0
631.0,4633.80859,4568.08301,4175.4541,4227.16211,0.0,-0.0,0.0,-0.0,262.333466,262.194305,277.366425,279.2948,0.0,0.0,0.0,0.0,0.144752145,0.158688635,0.0442233607,0.028481083,0.0,0.0,0.0,0.0
641.0,1924.01941,1873.73999,2282.10742,2317.2041,0.0,-0.0,0.0,-0.0,275.239166,274.382568,288.996765,289.620087,0.0,0.0,0.0,0.0,0.168618292,0.197775662,0.0521253124,0.032800518,0.0,0.0,0.0,0.0
651.0,3303.98462,3265.22363,4333.1665,4468.18066,0.0,-0.0,0.0,-0.0,268.678528,268.718201,275.53067,278.90741,0.0,0.0,0.0,0.0,0.185795352,0.196382076,0.0911589637,0.0528463088,0.0,0.0,0.0,0.0
661.0,3151.10645,3124.47241,3649.14941,3816.18018,0.0,-0.0,0.0,-0.0,266.337646,266.648041,274.598969,277.658234,0.0,0.0,0.0,0.0,0.198170632,0.205829442,0.131123647,0.0771770179,0.0,0.0,0.0,0.0
671.0,3087.78101,3064.37671,3361.5625,3547.66309,0.0,-0.0,0.0,-0.0,268.168365,268.650269,276.679138,279.845581,0.0,0.0,0.0,0.0,0.2230708,0.230063215,0.171350762,0.109222949,0.0,0.0,0.0,0.0
681.0,3425.802,3408.80371,3802.66577,4025.19214,0.0,-0.0,0.0,-0.0,265.016235,265.740723,270.549255,274.103333,0.0,0.0,0.0,0.0,0.240902767,0.24472028,0.212870479,0.151273027,0.0,0.0,0.0,0.0
691.0,3436.41235,3418.67822,3799.19409,4012.31787,0.0,-0.0,0.0,-0.0,263.495422,264.232727,267.957245,271.185272,0.0,0.0,0.0,0.0,0.265702724,0.269295454,0.248316035,0.192696378,0.0,0.0,0.0,0.0
701.0,2999.30688,2983.97437,3856.79736,4085.95142,0.0,-0.0,0.0,-0.0,265.029053,265.919006,265.827484,269.21991,0.0,0.0,0.0,0.0,0.303967357,0.307376713,0.28106004,0.225254819,0.0,0.0,0.0,0.0
711.0,2961.13013,2960.59399,4220.84277,4493.81152,0.0,-0.0,0.0,-0.0,263.321594,264.306396,259.053986,262.857056,0.0,0.0,0.0,0.0,0.3409141,0.340106726,0.314341903,0.256956667,0.0,0.0,0.0,0.0
721.0,2774.82495,2776.06885,3666.93091,3903.70142,0.0,-0.0,0.0,-0.0,261.165771,262.00827,260.133881,263.245331,0.0,0.0,0.0,0.0,0.354301631,0.353428662,0.336170495,0.281189233,0.0,0.0,0.0,0.0
731.0,3138.04028,3171.67871,3954.48193,4209.23877,0.0,-0.0,0.0,-0.0,255.626099,256.985596,253.017761,256.545044,0.0,0.0,0.0,0.0,0.371657759,0.362527549,0.365859777,0.314012408,0.0,0.0,0.0,0.0
741.0,2818.23486,2847.93066,3802.68164,4031.60889,0.0,-0.0,0.0,-0.0,255.540298,256.838104,251.884659,255.0681,0.0,0.0,0.0,0.0,0.403678983,0.395421147,0.387297034,0.341002464,0.0,0.0,0.0,0.0
751.0,2832.51758,2872.03198,3663.36816,3879.59155,0.0,-0.0,0.0,-0.0,255.249512,256.568604,252.612335,255.600861,0.0,0.0,0.0,0.0,0.431700587,0.421581745,0.413930595,0.370958954,0.0,0.0,0.0,0.0
761.0,2601.17432,2631.3562,3406.85303,3603.32446,0.0,-0.0,0.0,-0.0,258.200256,259.144806,256.181824,258.7659,0.0,0.0,0.0,0.0,0.463102937,0.455390245,0.438580364,0.39875865,0.0,0.0,0.0,0.0
771.0,2536.4187,2572.08154,3317.72949,3513.73169,0.0,-0.0,0.0,-0.0,259.847137,260.654175,257.647461,259.999451,0.0,0.0,0.0,0.0,0.484622806,0.475601137,0.466538668,0.428127736,0.0,0.0,0.0,0.0
781.0,2152.00049,2169.52661,2739.92578,2892.78491,0.0,-0.0,0.0,-0.0,263.901215,264.282318,265.362946,267.021454,0.0,0.0,0.0,0.0,0.500138164,0.494991422,0.480832726,0.445790946,0.0,0.0,0.0,0.0
791.0,1963.3689,1991.42847,2612.10059,2750.35571,0.0,-0.0,0.0,-0.0,266.503967,266.891602,267.637787,269.246002,0.0,0.0,0.0,0.0,0.519851685,0.511362731,0.492688239,0.460423052,0.0,0.0,0.0,0.0
801.0,1455.08508,1463.64355,2048.88184,2142.61353,0.0,-0.0,0.0,-0.0,265.657471,265.622375,270.14798,270.887756,0.0,0.0,0.0,0.0,0.484673947,0.480413169,0.482422024,0.454086632,0.0,0.0,0.0,0.0
811.0,2382.82178,2513.88574,2842.74121,2979.64697,0.0,-0.0,0.0,-0.0,252.852203,254.989975,252.646957,255.120697,0.0,0.0,0.0,0.0,0.494391501,0.458314687,0.500247836,0.471515566,0.0,0.0,0.0,0.0
821.0,2437.09009,2543.58179,2813.47388,2948.47827,0.0,-0.0,0.0,-0.0,251.992081,254.427811,252.560532,254.639984,0.0,0.0,0.0,0.0,0.52030468,0.493368983,0.523842573,0.496793985,0.0,0.0,0.0,0.0
831.0,1967.44336,2006.97864,2588.46094,2702.91406,0.0,-0.0,0.0,-0.0,258.948669,260.262024,258.595825,260.240112,0.0,0.0,0.0,0.0,0.55257082,0.541175723,0.541438162,0.517678916,0.0,0.0,0.0,0.0
841.0,2509.46826,2595.87646,2540.9895,2638.55713,0.0,-0.0,0.0,-0.0,247.701218,249.305588,251.026749,252.470001,0.0,0.0,0.0,0.0,0.490363508,0.467011213,0.550379097,0.530365169,0.0,0.0,0.0,0.0
851.0,2412.56079,2482.07715,2056.95117,2124.17944,0.0,-0.0,0.0,-0.0,249.856552,252.299194,258.986664,260.839294,0.0,0.0,0.0,0.0,0.515372872,0.496880442,0.562155306,0.54573977,0.0,0.0,0.0,0.0
861.0,2808.22729,2893.49268,1980.68762,2053.29956,0.0,-0.0,0.0,-0.0,249.811996,252.310593,262.990723,264.963348,0.0,0.0,0.0,0.0,0.529939592,0.511290908,0.583172202,0.565649688,0.0,0.0,0.0,0.0
871.0,2516.52441,2555.51831,2113.81348,2193.30273,0.0,-0.0,0.0,-0.0,257.09552,258.643341,264.875,266.540466,0.0,0.0,0.0,0.0,0.553938389,0.54485327,0.605435789,0.58855015,0.0,0.0,0.0,0.0
881.0,2495.98462,2529.38159,1953.71887,2029.19543,0.0,-0.0,0.0,-0.0,261.936371,263.095795,271.639496,272.980347,0.0,0.0,0.0,0.0,0.564620972,0.556905091,0.624864578,0.608471036,0.0,0.0,0.0,0.0
891.0,2299.44043,2316.45825,1783.77905,1852.276,0.0,-0.0,0.0,-0.0,267.833466,268.659149,278.181091,279.381714,0.0,0.0,0.0,0.0,0.575593054,0.571269572,0.639140368,0.623545885,0.0,0.0,0.0,0.0
901.0,2520.9585,2570.75562,1864.92163,1927.90601,0.0,-0.0,0.0,-0.0,265.736908,267.036987,275.335876,276.815216,0.0,0.0,0.0,0.0,0.570559263,0.559710979,0.650462329,0.637315512,0.0,0.0,0.0,0.0
911.0,2445.37183,2497.82349,1809.58411,1859.51086,0.0,-0.0,0.0,-0.0,265.48114,267.102295,274.458527,275.940887,0.0,0.0,0.0,0.0,0.572691023,0.561079681,0.658835232,0.648502946,0.0,0.0,0.0,0.0
921.0,2081.31421,2113.84985,1951.67432,1993.09985,0.0,-0.0,0.0,-0.0,268.226654,269.651245,269.612762,271.2229,0.0,0.0,0.0,0.0,0.588698328,0.580508411,0.668115079,0.6605618,0.0,0.0,0.0,0.0
931.0,2338.34033,2393.83813,1589.14722,1622.79272,0.0,-0.0,0.0,-0.0,266.189941,267.902252,277.311432,278.654785,0.0,0.0,0.0,0.0,0.583250701,0.570751309,0.676317751,0.668994367,0.0,0.0,0.0,0.0
941.0,2446.1311,2508.33789,1589.8385,1621.13403,0.0,-0.0,0.0,-0.0,264.635376,266.723511,276.050049,277.567993,0.0,0.0,0.0,0.0,0.580756664,0.567120075,0.685551882,0.678976297,0.0,0.0,0.0,0.0
951.0,2323.92847,2374.0686,1554.45801,1578.52173,0.0,-0.0,0.0,-0.0,265.58493,267.612488,275.827423,277.358826,0.0,0.0,0.0,0.0,0.58727169,0.57582134,0.693495393,0.688566566,0.0,0.0,0.0,0.0
961.0,1876.45178,1880.97461,1284.88525,1296.95642,0.0,-0.0,0.0,-0.0,271.585327,272.818298,283.373566,284.486877,0.0,0.0,0.0,0.0,0.59759891,0.595818579,0.693914711,0.691110849,0.0,0.0,0.0,0.0
971.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,293.77301,294.654602,316.654419,317.845184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981.0,1674.01819,1708.36389,1286.96472,1295.61743,0.0,-0.0,0.0,-0.0,275.378021,276.139038,286.069855,286.80542,0.0,0.0,0.0,0.0,0.570761442,0.559473217,0.660456181,0.658379972,0.0,0.0,0.0,0.0
982.0,1288.94629,1286.9469,1881.54382,1887.3302,0.0,-0.0,0.0,-0.0,278.905945,279.159546,274.633514,275.342926,0.0,0.0,0.0,0.0,0.586665571,0.586965084,0.665194452,0.664536893,0.0,0.0,0.0,0.0
991.0,1233.24854,1219.83081,1746.96484,1745.51526,0.0,-0.0,0.0,-0.0,279.808624,279.910431,272.859283,273.792328,0.0,0.0,0.0,0.0,0.607821465,0.612376034,0.692357183,0.69312644,0.0,0.0,0.0,0.0
994.0,1745.01392,1783.37268,1221.98633,1221.48901,0.0,-0.0,0.0,-0.0,274.406433,275.048981,284.308411,284.561157,0.0,0.0,0.0,0.0,0.583812594,0.57180059,0.69236517,0.692991972,0.0,0.0,0.0,0.0
998.0,1960.6687,2022.71558,1223.52234,1224.28931,0.0,-0.0,0.0,-0.0,270.631439,271.54718,283.330109,284.116577,0.0,0.0,0.0,0.0,0.520265579,0.50010848,0.69193542,0.69220835,0.0,0.0,0.0,0.0
