TIME,FOPR_OPM,FOPR_ECLIPSE,FOPR_DIFF,FWPR_OPM,FWPR_ECLIPSE,FWPR_DIFF,FGPR_OPM,FGPR_ECLIPSE,FGPR_DIFF,FWIR_OPM,FWIR_ECLIPSE,FWIR_DIFF,FOPT_OPM,FOPT_ECLIPSE,FOPT_DIFF,FWPT_OPM,FWPT_ECLIPSE,FWPT_DIFF,FGPT_OPM,FGPT_ECLIPSE,FGPT_DIFF,FPR_OPM,FPR_ECLIPSE,FPR_DIFF
2.510000000000000000e+02,2.055071530000000166e+03,2.054272710000000188e+03,7.988199999999778811e-01,1.802462900000000035e-02,1.807241139999999843e-02,-4.778239999999808751e-05,3.190392810000000172e+05,3.192547810000000172e+05,-2.155000000000000000e+02,4.992288090000000011e+03,4.992288090000000011e+03,0.000000000000000000e+00,8.024331250000000000e+05,8.024020000000000000e+05,3.112500000000000000e+01,7.891883850000000145e+00,7.821025849999999835e+00,7.085800000000030963e-02,1.241806000000000000e+08,1.241728560000000000e+08,7.744000000000000000e+03,3.000616150000000175e+02,3.001478270000000066e+02,-8.621199999998907515e-02
2.610000000000000000e+02,6.343454099999999926e+03,6.340791019999999662e+03,2.663080000000263681e+00,7.749801870000000426e-02,7.980680469999999749e-02,-2.308785999999993233e-03,9.880395000000000000e+05,9.873096250000000000e+05,7.298750000000000000e+02,4.028927979999999934e+03,4.028927979999999934e+03,0.000000000000000000e+00,8.658676250000000000e+05,8.657645620000000345e+05,1.030629999999655411e+02,8.666863440000000196e+00,8.567247390000000351e+00,9.961604999999984500e-02,1.340610000000000000e+08,1.340597680000000000e+08,1.232000000000000000e+03,2.921093750000000000e+02,2.921021420000000148e+02,7.232999999985167960e-03
2.710000000000000000e+02,7.934441410000000360e+03,7.929951170000000275e+03,4.490240000000085274e+00,1.251232330000000004e-01,1.258603480000000108e-01,-7.371150000000104008e-04,1.209090379999999888e+06,1.208402120000000112e+06,6.882599999997764826e+02,4.695839839999999640e+03,4.695839839999999640e+03,0.000000000000000000e+00,9.452120620000000345e+05,9.448813750000000000e+05,3.306870000000344589e+02,9.918096540000000516e+00,9.751885409999999865e+00,1.662111300000006509e-01,1.461519040000000000e+08,1.461857600000000000e+08,-3.385600000000000000e+04,2.828978880000000231e+02,2.828964230000000271e+02,1.464999999996052793e-03
2.810000000000000000e+02,7.892392579999999725e+03,7.894531740000000354e+03,-2.139160000000629225e+00,1.314556149999999979e-01,1.298764940000000090e-01,1.579120999999988895e-03,1.195443500000000000e+06,1.194348120000000112e+06,1.095379999999888241e+03,8.948351559999999154e+03,8.948351559999999154e+03,0.000000000000000000e+00,1.024136000000000000e+06,1.023757750000000000e+06,3.782500000000000000e+02,1.123265269999999916e+01,1.103666589999999914e+01,1.959868000000000166e-01,1.581063360000000000e+08,1.581433760000000000e+08,-3.704000000000000000e+04,2.803804630000000202e+02,2.804312130000000138e+02,-5.074999999999363354e-02
2.910000000000000000e+02,6.794157710000000407e+03,6.797565429999999651e+03,-3.407719999999244465e+00,1.078617350000000003e-01,1.072001010000000060e-01,6.616339999999942822e-04,1.031698750000000000e+06,1.030629380000000005e+06,1.069369999999995343e+03,9.746784180000000561e+03,9.746784180000000561e+03,0.000000000000000000e+00,1.092084750000000000e+06,1.091739879999999888e+06,3.448700000001117587e+02,1.232035639999999965e+01,1.211547949999999929e+01,2.048769000000003615e-01,1.684218880000000000e+08,1.684484000000000000e+08,-2.651200000000000000e+04,2.806878360000000043e+02,2.807152100000000132e+02,-2.737400000000889122e-02
3.010000000000000000e+02,7.426663090000000011e+03,7.431324709999999868e+03,-4.661619999999857100e+00,1.120812669999999983e-01,1.109428850000000050e-01,1.138381999999993344e-03,1.133078500000000000e+06,1.132107750000000000e+06,9.707500000000000000e+02,1.307884770000000026e+04,1.307884770000000026e+04,0.000000000000000000e+00,1.166351379999999888e+06,1.166110750000000000e+06,2.406299999998882413e+02,1.344116879999999981e+01,1.325183769999999939e+01,1.893311000000004185e-01,1.797526720000000000e+08,1.797565920000000000e+08,-3.920000000000000000e+03,2.838450619999999844e+02,2.838830259999999726e+02,-3.796399999998811836e-02
3.110000000000000000e+02,8.156791019999999662e+03,8.160788569999999709e+03,-3.997550000000046566e+00,1.197525710000000021e-01,1.179120990000000063e-01,1.840471999999995778e-03,1.243751879999999888e+06,1.242676750000000000e+06,1.075129999999888241e+03,1.268937600000000020e+04,1.268937500000000000e+04,1.000000000203726813e-03,1.247919250000000000e+06,1.247727879999999888e+06,1.913700000001117587e+02,1.463869479999999967e+01,1.444215769999999921e+01,1.965371000000004642e-01,1.921901760000000000e+08,1.921810400000000000e+08,9.136000000000000000e+03,2.850156559999999786e+02,2.850379639999999881e+02,-2.230800000000954242e-02
3.210000000000000000e+02,8.330647460000000137e+03,8.334081050000000687e+03,-3.433590000000549480e+00,1.146212070000000027e-01,1.123252960000000050e-01,2.295910999999997704e-03,1.268480879999999888e+06,1.267764120000000112e+06,7.167599999997764826e+02,1.406620800000000054e+04,1.406620800000000054e+04,0.000000000000000000e+00,1.331225750000000000e+06,1.331095879999999888e+06,1.298700000001117587e+02,1.578490640000000056e+01,1.559045700000000068e+01,1.944493999999998834e-01,2.048749920000000000e+08,2.048518560000000000e+08,2.313600000000000000e+04,2.877073359999999980e+02,2.877843320000000062e+02,-7.699600000000828004e-02
3.310000000000000000e+02,8.279346680000000561e+03,8.278519529999999577e+03,8.271500000009837095e-01,1.074870379999999931e-01,1.054887320000000017e-01,1.998305999999991367e-03,1.261035120000000112e+06,1.261043250000000000e+06,-8.129999999888241291e+00,1.350105570000000080e+04,1.350105570000000080e+04,0.000000000000000000e+00,1.414019120000000112e+06,1.413883879999999888e+06,1.352400000002235174e+02,1.685977749999999986e+01,1.666410829999999876e+01,1.956692000000010978e-01,2.174853440000000000e+08,2.174605120000000000e+08,2.483200000000000000e+04,2.896886900000000082e+02,2.898223269999999729e+02,-1.336369999999647007e-01
3.410000000000000000e+02,8.163961430000000291e+03,8.160071780000000217e+03,3.889650000000074215e+00,8.963143830000000478e-02,8.666449040000000215e-02,2.966947900000002636e-03,1.244372000000000000e+06,1.245632620000000112e+06,-1.260620000000111759e+03,1.672915230000000156e+04,1.672915039999999863e+04,1.900000002933666110e-03,1.495658750000000000e+06,1.495501250000000000e+06,1.575000000000000000e+02,1.775609210000000004e+01,1.760365099999999927e+01,1.524411000000007732e-01,2.299290560000000000e+08,2.299097920000000000e+08,1.926400000000000000e+04,2.968085330000000113e+02,2.970819399999999746e+02,-2.734069999999633183e-01
3.510000000000000000e+02,8.743873050000000148e+03,8.718587890000000698e+03,2.528515999999945052e+01,8.533372729999999518e-02,8.162336800000000170e-02,3.710359299999993477e-03,1.324114000000000000e+06,1.328912250000000000e+06,-4.798250000000000000e+03,1.610707229999999981e+04,1.610707229999999981e+04,0.000000000000000000e+00,1.583016750000000000e+06,1.582616250000000000e+06,4.005000000000000000e+02,1.863411710000000099e+01,1.845762630000000115e+01,1.764907999999998367e-01,2.431829920000000000e+08,2.432103360000000000e+08,-2.734400000000000000e+04,3.017155759999999987e+02,3.020407099999999900e+02,-3.251339999999913744e-01
3.540000000000000000e+02,8.870064449999999852e+03,8.850359379999999874e+03,1.970506999999997788e+01,8.335363120000000015e-02,7.970217620000000225e-02,3.651454999999997897e-03,1.339299879999999888e+06,1.343101879999999888e+06,-3.802000000000000000e+03,1.660780860000000030e+04,1.660780659999999989e+04,2.000000000407453626e-03,1.609626879999999888e+06,1.609167250000000000e+06,4.596299999998882413e+02,1.888417820000000091e+01,1.869673350000000056e+01,1.874447000000003527e-01,2.472008960000000000e+08,2.472396480000000000e+08,-3.875200000000000000e+04,3.033340150000000222e+02,3.036702880000000278e+02,-3.362730000000055952e-01
3.550000000000000000e+02,8.872149409999999989e+03,8.853897460000000137e+03,1.825194999999985157e+01,8.211892839999999916e-02,7.853379100000000557e-02,3.585137399999993590e-03,1.339004879999999888e+06,1.342545000000000000e+06,-3.540120000000111759e+03,1.660780860000000030e+04,1.660780659999999989e+04,2.000000000407453626e-03,1.618499120000000112e+06,1.618021120000000112e+06,4.780000000000000000e+02,1.896629709999999847e+01,1.877526659999999836e+01,1.910305000000001030e-01,2.485399040000000000e+08,2.485821920000000000e+08,-4.228800000000000000e+04,3.038733219999999733e+02,3.042129209999999944e+02,-3.395990000000210784e-01
3.610000000000000000e+02,8.881368159999999989e+03,8.868678710000000137e+03,1.268944999999985157e+01,7.455995679999999348e-02,7.124973830000000397e-02,3.310218499999989517e-03,1.337299500000000000e+06,1.339760000000000000e+06,-2.460500000000000000e+03,1.660780860000000030e+04,1.660780659999999989e+04,2.000000000407453626e-03,1.671771000000000000e+06,1.671210879999999888e+06,5.601200000001117587e+02,1.942498780000000025e+01,1.921372029999999853e+01,2.112675000000017178e-01,2.565666400000000000e+08,2.566248640000000000e+08,-5.822400000000000000e+04,3.070842589999999745e+02,3.074521480000000224e+02,-3.678890000000478722e-01
3.710000000000000000e+02,8.791116210000000137e+03,8.780504880000000412e+03,1.061132999999972526e+01,6.330590699999999460e-02,6.019593780000000172e-02,3.109969199999992884e-03,1.317749500000000000e+06,1.319982379999999888e+06,-2.232879999999888241e+03,1.592630370000000039e+04,1.592630370000000039e+04,0.000000000000000000e+00,1.759649879999999888e+06,1.758964500000000000e+06,6.853799999998882413e+02,2.008393099999999976e+01,1.985571099999999944e+01,2.282200000000003115e-01,2.697499840000000000e+08,2.698335680000000000e+08,-8.358400000000000000e+04,3.115467219999999884e+02,3.119776610000000119e+02,-4.309390000000234977e-01
3.810000000000000000e+02,8.694342769999999291e+03,8.682458979999999428e+03,1.188378999999986263e+01,5.187707020000000002e-02,4.898104069999999893e-02,2.896029500000001089e-03,1.299562620000000112e+06,1.302314379999999888e+06,-2.751759999999776483e+03,1.587609569999999985e+04,1.587609670000000006e+04,-1.000000000203726813e-03,1.846593379999999888e+06,1.845753120000000112e+06,8.402599999997764826e+02,2.060270119999999849e+01,2.038338849999999880e+01,2.193126999999996940e-01,2.827456320000000000e+08,2.828620480000000000e+08,-1.164160000000000000e+05,3.161675420000000258e+02,3.166720280000000116e+02,-5.044859999999857791e-01
