TIME,FOPR_OPM,FOPR_ECLIPSE,FOPR_DIFF,FWPR_OPM,FWPR_ECLIPSE,FWPR_DIFF,FGPR_OPM,FGPR_ECLIPSE,FGPR_DIFF,FWIR_OPM,FWIR_ECLIPSE,FWIR_DIFF,FOPT_OPM,FOPT_ECLIPSE,FOPT_DIFF,FWPT_OPM,FWPT_ECLIPSE,FWPT_DIFF,FGPT_OPM,FGPT_ECLIPSE,FGPT_DIFF,FPR_OPM,FPR_ECLIPSE,FPR_DIFF
6.910000000000000000e+02,7.430996089999999640e+03,7.235606450000000223e+03,1.953896399999994173e+02,2.217632570000000214e+03,2.498502930000000106e+03,-2.808703599999998914e+02,1.095809500000000000e+06,1.066994500000000000e+06,2.881500000000000000e+04,1.313375979999999981e+04,1.313375979999999981e+04,0.000000000000000000e+00,4.076639000000000000e+06,4.075251750000000000e+06,1.387250000000000000e+03,1.446220160000000033e+05,1.446417969999999914e+05,-1.978099999998812564e+01,6.116648320000000000e+08,6.118148480000000000e+08,-1.500160000000000000e+05,3.202732540000000085e+02,3.210203549999999950e+02,-7.471009999999864704e-01
7.010000000000000000e+02,7.153633300000000418e+03,6.937586909999999989e+03,2.160463900000004287e+02,2.714282709999999952e+03,3.022843260000000100e+03,-3.085605500000001484e+02,1.053249500000000000e+06,1.022276880000000005e+06,3.097261999999999534e+04,1.385788769999999931e+04,1.385788769999999931e+04,0.000000000000000000e+00,4.148175500000000000e+06,4.145578500000000000e+06,2.597000000000000000e+03,1.717648440000000119e+05,1.734800940000000119e+05,-1.715250000000000000e+03,6.221973120000000000e+08,6.221812480000000000e+08,1.606400000000000000e+04,3.212999270000000251e+02,3.220846859999999765e+02,-7.847589999999513566e-01
7.110000000000000000e+02,7.773269040000000132e+03,7.495485840000000280e+03,2.777831999999998516e+02,3.870370120000000043e+03,4.265033690000000206e+03,-3.946635700000001634e+02,1.142297250000000000e+06,1.102849000000000000e+06,3.944825000000000000e+04,1.543123240000000078e+04,1.543123140000000058e+04,1.000000000203726813e-03,4.225908000000000000e+06,4.221710000000000000e+06,4.198000000000000000e+03,2.104685309999999881e+05,2.144162660000000033e+05,-3.947735000000015134e+03,6.336202880000000000e+08,6.333859840000000000e+08,2.343040000000000000e+05,3.213908390000000281e+02,3.222023929999999723e+02,-8.115539999999441534e-01
7.210000000000000000e+02,6.899304689999999937e+03,6.659578609999999571e+03,2.397260800000003655e+02,3.631194089999999960e+03,3.968793950000000223e+03,-3.375998600000002625e+02,1.013767119999999995e+06,9.800194379999999655e+05,3.374768200000002980e+04,1.228367970000000059e+04,1.228367970000000059e+04,0.000000000000000000e+00,4.294901000000000000e+06,4.288851500000000000e+06,6.049500000000000000e+03,2.467804839999999967e+05,2.533220940000000119e+05,-6.541610000000015134e+03,6.437579520000000000e+08,6.432652800000000000e+08,4.926720000000000000e+05,3.186450199999999882e+02,3.194204710000000205e+02,-7.754510000000323089e-01
7.310000000000000000e+02,7.380917480000000069e+03,7.092522460000000137e+03,2.883950199999999313e+02,3.730507079999999860e+03,4.137609379999999874e+03,-4.071023000000000138e+02,1.086483120000000112e+06,1.045536939999999944e+06,4.094618000000016764e+04,1.359071969999999965e+04,1.359071969999999965e+04,0.000000000000000000e+00,4.368710500000000000e+06,4.360716500000000000e+06,7.994000000000000000e+03,2.840855619999999763e+05,2.933379380000000237e+05,-9.252376000000047497e+03,6.546227840000000000e+08,6.538593280000000000e+08,7.634560000000000000e+05,3.168480529999999931e+02,3.176466980000000149e+02,-7.986450000000218097e-01
7.410000000000000000e+02,6.879539550000000418e+03,6.620916500000000269e+03,2.586230500000001484e+02,3.948853520000000117e+03,4.311522949999999582e+03,-3.626694299999994655e+02,1.011249619999999995e+06,9.754910000000000000e+05,3.575861999999999534e+04,1.367270410000000084e+04,1.367270310000000063e+04,1.000000000203726813e-03,4.437505500000000000e+06,4.427591000000000000e+06,9.914500000000000000e+03,3.235740939999999828e+05,3.354799689999999828e+05,-1.190587500000000000e+04,6.647352960000000000e+08,6.637146240000000000e+08,1.020672000000000000e+06,3.161448359999999980e+02,3.169688719999999762e+02,-8.240359999999782303e-01
7.510000000000000000e+02,6.751623539999999593e+03,6.495885739999999714e+03,2.557377999999998792e+02,4.381166500000000269e+03,4.739054689999999937e+03,-3.578881899999996676e+02,9.911828750000000000e+05,9.559291879999999655e+05,3.525368700000003446e+04,1.502275200000000041e+04,1.502275200000000041e+04,0.000000000000000000e+00,4.505022000000000000e+06,4.493407000000000000e+06,1.161500000000000000e+04,3.673857500000000000e+05,3.816150619999999763e+05,-1.422931199999997625e+04,6.746471040000000000e+08,6.734035200000000000e+08,1.243584000000000000e+06,3.174279169999999795e+02,3.182982480000000010e+02,-8.703310000000215041e-01
7.610000000000000000e+02,6.234680659999999989e+03,6.008027339999999640e+03,2.266533200000003490e+02,4.590097170000000006e+03,4.905083980000000338e+03,-3.149868100000003324e+02,9.135990620000000345e+05,8.829288750000000000e+05,3.067018700000003446e+04,1.514755179999999928e+04,1.514755179999999928e+04,0.000000000000000000e+00,4.567369000000000000e+06,4.554231000000000000e+06,1.313800000000000000e+04,4.132867189999999828e+05,4.295745310000000172e+05,-1.628781200000003446e+04,6.837831040000000000e+08,6.823457920000000000e+08,1.437312000000000000e+06,3.199122919999999795e+02,3.208332819999999970e+02,-9.209900000000175169e-01
7.710000000000000000e+02,6.085813479999999799e+03,5.854148439999999937e+03,2.316650399999998626e+02,4.963265620000000126e+03,5.286582519999999931e+03,-3.233168999999998050e+02,8.911419379999999655e+05,8.595228120000000345e+05,3.161912599999993108e+04,1.518720019999999931e+04,1.518719919999999911e+04,1.000000000203726813e-03,4.628227000000000000e+06,4.613705500000000000e+06,1.452150000000000000e+04,4.629193750000000000e+05,4.810775310000000172e+05,-1.815815600000001723e+04,6.926945280000000000e+08,6.910817920000000000e+08,1.612736000000000000e+06,3.222018739999999752e+02,3.231642459999999915e+02,-9.623720000000162145e-01
7.810000000000000000e+02,5.062311520000000201e+03,4.891926269999999931e+03,1.703852500000002692e+02,4.453371579999999994e+03,4.690803710000000137e+03,-2.374321300000001429e+02,7.401165620000000345e+05,7.171921879999999655e+05,2.292437400000006892e+04,1.245945609999999942e+04,1.245945609999999942e+04,0.000000000000000000e+00,4.678850000000000000e+06,4.662958500000000000e+06,1.589150000000000000e+04,5.074530939999999828e+05,5.274940620000000345e+05,-2.004096800000005169e+04,7.000956800000000000e+08,6.983050880000000000e+08,1.790592000000000000e+06,3.232424930000000245e+02,3.242072749999999814e+02,-9.647819999999569518e-01
7.910000000000000000e+02,4.741784179999999651e+03,4.575469729999999799e+03,1.663144499999998516e+02,4.430934079999999994e+03,4.662524900000000343e+03,-2.315908200000003490e+02,6.925893750000000000e+05,6.701231879999999655e+05,2.246618700000003446e+04,1.241241599999999926e+04,1.241241599999999926e+04,0.000000000000000000e+00,4.726268000000000000e+06,4.709133000000000000e+06,1.713500000000000000e+04,5.517624379999999655e+05,5.735016250000000000e+05,-2.173918700000003446e+04,7.070215680000000000e+08,7.050707200000000000e+08,1.950848000000000000e+06,3.250652160000000208e+02,3.260519709999999804e+02,-9.867549999999596366e-01
8.010000000000000000e+02,3.606257320000000163e+03,3.503966800000000148e+03,1.022905200000000150e+02,3.135503909999999905e+03,3.278249020000000201e+03,-1.427451100000002953e+02,5.277677500000000000e+05,5.137866560000000172e+05,1.398109399999998277e+04,4.789151859999999942e+03,4.789151859999999942e+03,0.000000000000000000e+00,4.762330500000000000e+06,4.743516000000000000e+06,1.881450000000000000e+04,5.831175000000000000e+05,6.072446250000000000e+05,-2.412712500000000000e+04,7.122992640000000000e+08,7.101103360000000000e+08,2.188928000000000000e+06,3.184535829999999805e+02,3.194035949999999957e+02,-9.500120000000151776e-01
8.110000000000000000e+02,5.493532710000000407e+03,5.225562990000000354e+03,2.679697200000000521e+02,4.785425290000000132e+03,5.175519529999999577e+03,-3.900942399999994450e+02,8.058588750000000000e+05,7.655063750000000000e+05,4.035250000000000000e+04,1.118716799999999967e+04,1.118716799999999967e+04,0.000000000000000000e+00,4.817266000000000000e+06,4.796612500000000000e+06,2.065350000000000000e+04,6.309717500000000000e+05,6.577774379999999655e+05,-2.680568799999996554e+04,7.203578240000000000e+08,7.178902400000000000e+08,2.467584000000000000e+06,3.156331480000000056e+02,3.165736999999999739e+02,-9.405519999999683023e-01
8.210000000000000000e+02,5.492060059999999794e+03,5.250563960000000407e+03,2.414960999999993874e+02,5.387906250000000000e+03,5.738637700000000223e+03,-3.507314500000002226e+02,8.040238120000000345e+05,7.681713750000000000e+05,3.585243700000003446e+04,1.400620800000000054e+04,1.400620700000000033e+04,1.000000000203726813e-03,4.872186500000000000e+06,4.850028500000000000e+06,2.215800000000000000e+04,6.848508120000000345e+05,7.138322500000000000e+05,-2.898143799999996554e+04,7.283980800000000000e+08,7.257090560000000000e+08,2.689024000000000000e+06,3.168163450000000125e+02,3.177490839999999821e+02,-9.327389999999695647e-01
8.310000000000000000e+02,4.709892579999999725e+03,4.555904300000000148e+03,1.539882799999995768e+02,5.268256840000000011e+03,5.486050290000000132e+03,-2.177934500000001208e+02,6.870305000000000000e+05,6.658331250000000000e+05,2.119737500000000000e+04,1.402665619999999944e+04,1.402665530000000035e+04,8.999999990919604897e-04,4.919285500000000000e+06,4.896207500000000000e+06,2.307800000000000000e+04,7.375333750000000000e+05,7.677821879999999655e+05,-3.024881299999996554e+04,7.352683520000000000e+08,7.324618880000000000e+08,2.806464000000000000e+06,3.203430789999999888e+02,3.213090209999999729e+02,-9.659419999999840911e-01
8.410000000000000000e+02,5.234433589999999640e+03,5.050458010000000286e+03,1.839755799999993542e+02,5.254297849999999926e+03,5.524982420000000275e+03,-2.706845700000003490e+02,7.676912500000000000e+05,7.389328750000000000e+05,2.875837500000000000e+04,7.961952150000000074e+03,7.961952150000000074e+03,0.000000000000000000e+00,4.971629500000000000e+06,4.946023500000000000e+06,2.560600000000000000e+04,7.900763120000000345e+05,8.240575620000000345e+05,-3.398125000000000000e+04,7.429452800000000000e+08,7.397450880000000000e+08,3.200192000000000000e+06,3.115353390000000218e+02,3.123962099999999964e+02,-8.608709999999746287e-01
8.510000000000000000e+02,4.606256840000000011e+03,4.469512209999999868e+03,1.367446300000001429e+02,5.003247070000000349e+03,5.206568360000000212e+03,-2.033212899999998626e+02,6.730983120000000345e+05,6.520270000000000000e+05,2.107131200000003446e+04,1.306828809999999976e+04,1.306828709999999955e+04,1.000000000203726813e-03,5.017692000000000000e+06,4.991326500000000000e+06,2.636550000000000000e+04,8.401088120000000345e+05,8.752258120000000345e+05,-3.511700000000000000e+04,7.496762880000000000e+08,7.463584640000000000e+08,3.317824000000000000e+06,3.142854919999999765e+02,3.151541439999999739e+02,-8.686519999999973152e-01
8.610000000000000000e+02,4.946791989999999714e+03,4.788915039999999863e+03,1.578769499999998516e+02,5.701182130000000143e+03,5.937081540000000132e+03,-2.358994099999999889e+02,7.214271879999999655e+05,6.969470620000000345e+05,2.448012599999993108e+04,1.524748830000000089e+04,1.524748730000000069e+04,1.000000000203726813e-03,5.067160000000000000e+06,5.039987500000000000e+06,2.717250000000000000e+04,8.971206250000000000e+05,9.334656250000000000e+05,-3.634500000000000000e+04,7.568905600000000000e+08,7.534448000000000000e+08,3.445760000000000000e+06,3.186756899999999746e+02,3.196131290000000149e+02,-9.374390000000403234e-01
8.710000000000000000e+02,4.748821289999999863e+03,4.630337889999999788e+03,1.184834000000000742e+02,6.196560550000000148e+03,6.368651859999999942e+03,-1.720913099999997939e+02,6.906748120000000345e+05,6.734580000000000000e+05,1.721681200000003446e+04,1.612012789999999950e+04,1.612012789999999950e+04,0.000000000000000000e+00,5.114648500000000000e+06,5.087037000000000000e+06,2.761150000000000000e+04,9.590862500000000000e+05,9.960610000000000000e+05,-3.697475000000000000e+04,7.637973120000000000e+08,7.602926080000000000e+08,3.504704000000000000e+06,3.241506350000000225e+02,3.251626590000000192e+02,-1.012023999999996704e+00
8.810000000000000000e+02,4.558577150000000074e+03,4.449703609999999571e+03,1.088735400000005029e+02,6.332611329999999725e+03,6.491232909999999720e+03,-1.586215799999999945e+02,6.620320000000000000e+05,6.461650620000000345e+05,1.586693799999996554e+04,1.581609569999999985e+04,1.581609569999999985e+04,0.000000000000000000e+00,5.160234000000000000e+06,5.132101000000000000e+06,2.813300000000000000e+04,1.022412380000000005e+06,1.060148000000000000e+06,-3.773561999999999534e+04,7.704176000000000000e+08,7.668397440000000000e+08,3.577856000000000000e+06,3.292011410000000069e+02,3.302901919999999905e+02,-1.089050999999983560e+00
8.910000000000000000e+02,4.168734379999999874e+03,4.083219480000000203e+03,8.551489999999967040e+01,6.154653320000000349e+03,6.277927730000000338e+03,-1.232744099999999889e+02,6.044530000000000000e+05,5.923299379999999655e+05,1.212306200000003446e+04,1.470614359999999942e+04,1.470614450000000033e+04,-9.000000009109498933e-04,5.201921500000000000e+06,5.173315000000000000e+06,2.860650000000000000e+04,1.083958879999999888e+06,1.122372750000000000e+06,-3.841387000000011176e+04,7.764621440000000000e+08,7.728204800000000000e+08,3.641664000000000000e+06,3.335361330000000066e+02,3.346968689999999924e+02,-1.160735999999985779e+00
9.010000000000000000e+02,4.498661619999999857e+03,4.385880369999999857e+03,1.127812500000000000e+02,6.655785640000000058e+03,6.819844729999999799e+03,-1.640590899999997418e+02,6.532833120000000345e+05,6.363428750000000000e+05,1.694043700000003446e+04,1.369353609999999935e+04,1.369353609999999935e+04,0.000000000000000000e+00,5.246908000000000000e+06,5.217402500000000000e+06,2.950550000000000000e+04,1.150516750000000000e+06,1.190244000000000000e+06,-3.972725000000000000e+04,7.829949440000000000e+08,7.792170880000000000e+08,3.777856000000000000e+06,3.340850520000000188e+02,3.353313899999999990e+02,-1.246337999999980184e+00
9.110000000000000000e+02,4.357334469999999783e+03,4.254956049999999777e+03,1.023784200000000055e+02,6.623761230000000069e+03,6.771904300000000148e+03,-1.481430700000000797e+02,6.329236879999999655e+05,6.174228120000000345e+05,1.550087599999993108e+04,1.291967970000000059e+04,1.291967970000000059e+04,0.000000000000000000e+00,5.290481500000000000e+06,5.260132000000000000e+06,3.034950000000000000e+04,1.216754379999999888e+06,1.257705620000000112e+06,-4.095124000000022352e+04,7.893242240000000000e+08,7.854174080000000000e+08,3.906816000000000000e+06,3.336826479999999719e+02,3.349779359999999997e+02,-1.295288000000027751e+00
9.210000000000000000e+02,4.106949709999999868e+03,4.032988530000000083e+03,7.396117999999978565e+01,6.803886720000000423e+03,6.907897949999999582e+03,-1.040112299999991592e+02,5.961298750000000000e+05,5.857488750000000000e+05,1.038100000000000000e+04,1.292899220000000059e+04,1.292899120000000039e+04,1.000000000203726813e-03,5.331551000000000000e+06,5.300795000000000000e+06,3.075600000000000000e+04,1.284793250000000000e+06,1.326300620000000112e+06,-4.150737000000011176e+04,7.952855040000000000e+08,7.913248640000000000e+08,3.960640000000000000e+06,3.337137450000000172e+02,3.350304869999999937e+02,-1.316741999999976542e+00
9.310000000000000000e+02,4.016630860000000212e+03,3.927487549999999828e+03,8.914331000000038330e+01,6.462792970000000423e+03,6.593006840000000011e+03,-1.302138699999995879e+02,5.829063120000000345e+05,5.690180000000000000e+05,1.388831200000003446e+04,1.282800000000000000e+04,1.282800000000000000e+04,0.000000000000000000e+00,5.371717000000000000e+06,5.340237500000000000e+06,3.147950000000000000e+04,1.349421120000000112e+06,1.391988500000000000e+06,-4.256737999999988824e+04,8.011145600000000000e+08,7.970400000000000000e+08,4.074560000000000000e+06,3.344314580000000205e+02,3.357759399999999914e+02,-1.344481999999970867e+00
9.410000000000000000e+02,4.129472170000000006e+03,4.035969729999999799e+03,9.350244000000020606e+01,6.714952150000000074e+03,6.854628420000000006e+03,-1.396762699999999313e+02,5.996987500000000000e+05,5.846290000000000000e+05,1.506975000000000000e+04,1.268812789999999950e+04,1.268812789999999950e+04,0.000000000000000000e+00,5.413012000000000000e+06,5.380770500000000000e+06,3.224150000000000000e+04,1.416570620000000112e+06,1.460284379999999888e+06,-4.371375999999977648e+04,8.071115520000000000e+08,8.029120000000000000e+08,4.199552000000000000e+06,3.341273800000000165e+02,3.354879460000000222e+02,-1.360566000000005715e+00
9.510000000000000000e+02,3.952590329999999994e+03,3.878386469999999917e+03,7.420386000000007698e+01,6.712838380000000143e+03,6.823827640000000429e+03,-1.109892600000002858e+02,5.736726879999999655e+05,5.615925000000000000e+05,1.208018799999996554e+04,1.258684770000000026e+04,1.258684770000000026e+04,0.000000000000000000e+00,5.452538000000000000e+06,5.419784500000000000e+06,3.275350000000000000e+04,1.483699000000000000e+06,1.528187750000000000e+06,-4.448875000000000000e+04,8.128482560000000000e+08,8.085625600000000000e+08,4.285696000000000000e+06,3.341697389999999928e+02,3.355451659999999947e+02,-1.375427000000001954e+00
9.610000000000000000e+02,3.177931149999999889e+03,3.161336909999999989e+03,1.659423999999989974e+01,5.674632810000000063e+03,5.699602539999999863e+03,-2.496972999999979947e+01,4.599584060000000172e+05,4.571939380000000237e+05,2.764467999999993481e+03,1.089273630000000048e+04,1.089273630000000048e+04,0.000000000000000000e+00,5.484317000000000000e+06,5.451392000000000000e+06,3.292500000000000000e+04,1.540445379999999888e+06,1.585187250000000000e+06,-4.474187000000011176e+04,8.174478720000000000e+08,8.131349760000000000e+08,4.312896000000000000e+06,3.352427979999999934e+02,3.366142270000000281e+02,-1.371429000000034648e+00
9.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.484317000000000000e+06,5.451392000000000000e+06,3.292500000000000000e+04,1.540445379999999888e+06,1.585187250000000000e+06,-4.474187000000011176e+04,8.174478720000000000e+08,8.131349760000000000e+08,4.312896000000000000e+06,3.357169489999999996e+02,3.368763430000000199e+02,-1.159394000000020242e+00
9.810000000000000000e+02,3.003981200000000172e+03,2.960982910000000174e+03,4.299828999999999724e+01,4.666589839999999640e+03,4.729264650000000074e+03,-6.267481000000043423e+01,4.344484380000000237e+05,4.280560619999999763e+05,6.392376000000047497e+03,8.913887699999999313e+03,8.913887699999999313e+03,0.000000000000000000e+00,5.514585500000000000e+06,5.481645000000000000e+06,3.294050000000000000e+04,1.586811120000000112e+06,1.631557120000000112e+06,-4.474600000000000000e+04,8.218186880000000000e+08,8.175098880000000000e+08,4.308800000000000000e+06,3.356091920000000073e+02,3.367685240000000135e+02,-1.159332000000006246e+00
9.820000000000000000e+02,3.174277099999999791e+03,3.170490229999999883e+03,3.786869999999908032e+00,5.567598140000000058e+03,5.567731450000000223e+03,-1.333100000001650187e-01,4.596705619999999763e+05,4.605331880000000237e+05,-8.626260000000474975e+02,1.071357519999999931e+04,1.071357519999999931e+04,0.000000000000000000e+00,5.517759500000000000e+06,5.484815500000000000e+06,3.294400000000000000e+04,1.592378750000000000e+06,1.637124879999999888e+06,-4.474612999999988824e+04,8.222783360000000000e+08,8.179704320000000000e+08,4.307904000000000000e+06,3.357286379999999895e+02,3.368823849999999993e+02,-1.153747000000009848e+00
9.910000000000000000e+02,2.965345949999999903e+03,2.980213380000000143e+03,-1.486743000000024040e+01,5.869657710000000407e+03,5.842945800000000418e+03,2.671190999999998894e+01,4.284943439999999828e+05,4.322259060000000172e+05,-3.731562000000034459e+03,1.071357519999999931e+04,1.071357519999999931e+04,0.000000000000000000e+00,5.544772500000000000e+06,5.512084500000000000e+06,3.268800000000000000e+04,1.644735750000000000e+06,1.689064750000000000e+06,-4.432900000000000000e+04,8.261834240000000000e+08,8.219269760000000000e+08,4.256448000000000000e+06,3.366248780000000238e+02,3.377707819999999970e+02,-1.145903999999973166e+00
9.940000000000000000e+02,3.004861820000000080e+03,2.967000239999999849e+03,3.786158000000023094e+01,5.138644529999999577e+03,5.198053219999999783e+03,-5.940869000000020606e+01,4.342105310000000172e+05,4.280357500000000000e+05,6.174781000000017229e+03,8.224934569999999439e+03,8.224934569999999439e+03,0.000000000000000000e+00,5.553787000000000000e+06,5.520954500000000000e+06,3.283250000000000000e+04,1.660151620000000112e+06,1.704703879999999888e+06,-4.455225999999977648e+04,8.274860160000000000e+08,8.232064640000000000e+08,4.279552000000000000e+06,3.358504940000000261e+02,3.369884030000000052e+02,-1.137908999999979187e+00
9.980000000000000000e+02,3.247004879999999957e+03,3.184191159999999854e+03,6.281372000000010303e+01,4.776960449999999582e+03,4.874439449999999852e+03,-9.747900000000026921e+01,4.733203750000000000e+05,4.623434380000000237e+05,1.097693699999997625e+04,8.224934569999999439e+03,8.224934569999999439e+03,0.000000000000000000e+00,5.566775000000000000e+06,5.533677500000000000e+06,3.309750000000000000e+04,1.679259500000000000e+06,1.724222250000000000e+06,-4.496275000000000000e+04,8.293793280000000000e+08,8.250536320000000000e+08,4.325696000000000000e+06,3.348223570000000109e+02,3.359642939999999953e+02,-1.141936999999984437e+00
1.001000000000000000e+03,3.209168700000000172e+03,3.170848140000000058e+03,3.832056000000011409e+01,4.833997070000000349e+03,4.895625979999999799e+03,-6.162890999999945052e+01,4.671002810000000172e+05,4.598678750000000000e+05,7.232406000000017229e+03,8.224934569999999439e+03,8.224934569999999439e+03,0.000000000000000000e+00,5.576402500000000000e+06,5.543219500000000000e+06,3.318300000000000000e+04,1.693761500000000000e+06,1.738867120000000112e+06,-4.510562000000011176e+04,8.307806080000000000e+08,8.264375040000000000e+08,4.343104000000000000e+06,3.340581670000000258e+02,3.352022089999999821e+02,-1.144041999999956261e+00
1.011000000000000000e+03,3.947810059999999794e+03,3.907768070000000080e+03,4.004198999999971420e+01,6.272931150000000343e+03,6.341939449999999852e+03,-6.900829999999950815e+01,5.751279379999999655e+05,5.662972500000000000e+05,8.830687999999965541e+03,1.389426660000000084e+04,1.389426660000000084e+04,0.000000000000000000e+00,5.616565000000000000e+06,5.583174500000000000e+06,3.339050000000000000e+04,1.755501620000000112e+06,1.801026500000000000e+06,-4.552487999999988824e+04,8.366342400000000000e+08,8.322282240000000000e+08,4.406016000000000000e+06,3.372852480000000241e+02,3.385157469999999762e+02,-1.230498999999952048e+00
1.021000000000000000e+03,3.983580809999999929e+03,3.934422360000000026e+03,4.915844999999990250e+01,6.797433589999999640e+03,6.879011230000000069e+03,-8.157764000000042870e+01,5.805561879999999655e+05,5.704287500000000000e+05,1.012743799999996554e+04,1.259207419999999911e+04,1.259207419999999911e+04,0.000000000000000000e+00,5.656401000000000000e+06,5.623030000000000000e+06,3.337100000000000000e+04,1.823476000000000000e+06,1.869083750000000000e+06,-4.560775000000000000e+04,8.424398080000000000e+08,8.380064640000000000e+08,4.433344000000000000e+06,3.369543459999999868e+02,3.382506710000000112e+02,-1.296325000000024374e+00
1.031000000000000000e+03,3.948852539999999863e+03,3.877409180000000106e+03,7.144335999999975684e+01,7.112290039999999863e+03,7.225160640000000058e+03,-1.128706000000001950e+02,5.756405000000000000e+05,5.624127500000000000e+05,1.322775000000000000e+04,1.300597170000000006e+04,1.300597170000000006e+04,0.000000000000000000e+00,5.695889500000000000e+06,5.662192500000000000e+06,3.369700000000000000e+04,1.894598879999999888e+06,1.940779879999999888e+06,-4.618100000000000000e+04,8.481961600000000000e+08,8.436863360000000000e+08,4.509824000000000000e+06,3.369580690000000232e+02,3.383153080000000159e+02,-1.357238999999992757e+00
1.041000000000000000e+03,3.909313720000000103e+03,3.820595460000000003e+03,8.871826000000010026e+01,7.089846679999999651e+03,7.228254880000000412e+03,-1.384082000000007611e+02,5.704493120000000345e+05,5.546143750000000000e+05,1.583493700000003446e+04,1.108626460000000043e+04,1.108626460000000043e+04,0.000000000000000000e+00,5.734982500000000000e+06,5.700500500000000000e+06,3.448200000000000000e+04,1.965497379999999888e+06,2.012919750000000000e+06,-4.742237000000011176e+04,8.539006720000000000e+08,8.492454400000000000e+08,4.655232000000000000e+06,3.334395139999999742e+02,3.348093870000000152e+02,-1.369873000000040975e+00
1.051000000000000000e+03,3.266797849999999926e+03,3.236125000000000000e+03,3.067284999999992579e+01,6.416948730000000069e+03,6.466086909999999989e+03,-4.913817999999992026e+01,4.756423439999999828e+05,4.697229060000000172e+05,5.919437999999965541e+03,1.166610640000000058e+04,1.166610640000000058e+04,0.000000000000000000e+00,5.767650500000000000e+06,5.733035000000000000e+06,3.461550000000000000e+04,2.029666879999999888e+06,2.077328620000000112e+06,-4.766174000000022352e+04,8.586570880000000000e+08,8.539684480000000000e+08,4.688640000000000000e+06,3.342946469999999977e+02,3.356659549999999967e+02,-1.371307999999999083e+00
1.061000000000000000e+03,3.536681880000000092e+03,3.472814210000000003e+03,6.386767000000008920e+01,6.744937500000000000e+03,6.844977539999999863e+03,-1.000400399999998626e+02,5.156727500000000000e+05,5.040921880000000237e+05,1.158056199999997625e+04,1.083416890000000058e+04,1.083416890000000058e+04,0.000000000000000000e+00,5.803017500000000000e+06,5.767780500000000000e+06,3.523700000000000000e+04,2.097116250000000000e+06,2.145752750000000000e+06,-4.863650000000000000e+04,8.638138240000000000e+08,8.590116480000000000e+08,4.802176000000000000e+06,3.322451479999999719e+02,3.336129460000000222e+02,-1.367798000000050251e+00
1.071000000000000000e+03,3.584153809999999794e+03,3.509664789999999812e+03,7.448901999999998225e+01,7.463475590000000011e+03,7.576223140000000058e+03,-1.127475500000000466e+02,5.218527500000000000e+05,5.091813750000000000e+05,1.267137500000000000e+04,1.462732519999999931e+04,1.462732519999999931e+04,0.000000000000000000e+00,5.838859000000000000e+06,5.803673500000000000e+06,3.518550000000000000e+04,2.171751000000000000e+06,2.220366750000000000e+06,-4.861575000000000000e+04,8.690323840000000000e+08,8.642208000000000000e+08,4.811584000000000000e+06,3.358386229999999841e+02,3.372851259999999911e+02,-1.446503000000006978e+00
1.081000000000000000e+03,3.469626220000000103e+03,3.387318119999999908e+03,8.230810000000019500e+01,7.294900389999999788e+03,7.420278320000000349e+03,-1.253779300000005605e+02,5.052360619999999763e+05,4.912063439999999828e+05,1.402971799999999348e+04,1.216080370000000039e+04,1.216080370000000039e+04,0.000000000000000000e+00,5.873555000000000000e+06,5.837705000000000000e+06,3.585000000000000000e+04,2.244700000000000000e+06,2.294341500000000000e+06,-4.964150000000000000e+04,8.740847360000000000e+08,8.691560320000000000e+08,4.928704000000000000e+06,3.353743289999999888e+02,3.368569340000000238e+02,-1.482605000000035034e+00
1.091000000000000000e+03,3.454691159999999854e+03,3.359785890000000109e+03,9.490526999999974578e+01,7.454783199999999852e+03,7.598632319999999709e+03,-1.438491199999998571e+02,5.030328750000000000e+05,4.871638439999999828e+05,1.586903100000001723e+04,1.258611520000000019e+04,1.258611520000000019e+04,0.000000000000000000e+00,5.908102000000000000e+06,5.871586000000000000e+06,3.651600000000000000e+04,2.319247750000000000e+06,2.369920500000000000e+06,-5.067275000000000000e+04,8.791150720000000000e+08,8.740689920000000000e+08,5.046080000000000000e+06,3.354777829999999881e+02,3.369937130000000138e+02,-1.515930000000025757e+00
1.101000000000000000e+03,3.343865719999999783e+03,3.250008539999999812e+03,9.385717999999997119e+01,7.417640620000000126e+03,7.559712889999999788e+03,-1.420722699999996621e+02,4.867289060000000172e+05,4.711160310000000172e+05,1.561287500000000000e+04,1.232684770000000026e+04,1.232684859999999935e+04,-8.999999990919604897e-04,5.941540500000000000e+06,5.904304500000000000e+06,3.723600000000000000e+04,2.393424250000000000e+06,2.445202250000000000e+06,-5.177800000000000000e+04,8.839823360000000000e+08,8.788123520000000000e+08,5.169984000000000000e+06,3.354949340000000007e+02,3.370356140000000096e+02,-1.540680000000008931e+00
