CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
sens_fault_low,2524.0,8701091.0,11893342.0,1268317060.0,348.921143,532.927185,3179.7915,-0.0,0.0,335.762421,3985583.5,6721482.5
sens_fault_low,2531.0,8705084.0,11915232.0,1268851460.0,351.592194,570.461975,3127.13892,-0.0,0.0,324.102814,3985583.5,6721482.5
sens_fault_low,2541.0,8711077.0,11947966.0,1269669500.0,354.550934,599.320312,3273.39209,-0.0,0.0,327.611206,3985583.5,6721482.5
sens_fault_low,2551.0,8718325.0,11981593.0,1270649340.0,357.792328,724.740845,3362.729,-0.0,0.0,329.200714,3985583.5,6721482.5
sens_fault_low,2558.0,8724990.0,12006317.0,1271542020.0,357.85498,952.178528,3531.99585,-0.0,0.0,329.293732,3985583.5,6721482.5
sens_fault_low,2561.0,8735352.0,12018169.0,1272964350.0,354.861053,3454.10986,3950.75171,716.267456,0.401992351,306.039276,3987732.25,6722927.0
sens_fault_low,2571.0,8765666.0,12059533.0,1277119230.0,350.366425,3006.50903,4171.07031,548.730652,0.545864701,291.791565,3993346.25,6729356.0
sens_fault_low,2581.0,8792508.0,12102529.0,1280751620.0,347.174225,2684.22827,4299.58838,627.471741,0.547461152,282.460907,3999620.75,6736947.0
sens_fault_low,2591.0,8814266.0,12143192.0,1283657340.0,344.22699,2175.77954,4066.27466,685.536438,0.543632925,275.635773,4006476.25,6745113.0
sens_fault_low,2601.0,8834786.0,12183908.0,1286448640.0,347.643768,2051.9978,4071.69482,524.949097,0.558160841,284.412262,4011725.75,6751744.5
sens_fault_low,2611.0,8864657.0,12232865.0,1290565630.0,350.530396,2987.09717,4895.68506,590.124207,0.56425029,282.979401,4017627.0,6759386.0
sens_fault_low,2621.0,8891038.0,12281966.0,1294167940.0,350.065796,2638.11084,4910.04346,599.196106,0.56877923,281.812714,4023619.0,6767289.5
sens_fault_low,2631.0,8914380.0,12331683.0,1297287680.0,350.660187,2334.17163,4971.75488,615.209412,0.575254321,279.936707,4029771.0,6775621.5
sens_fault_low,2641.0,8943926.0,12379652.0,1301286780.0,349.597443,2933.57886,4825.83838,430.66864,0.592716753,289.867004,4034090.75,6781872.5
sens_fault_low,2651.0,8978179.0,12431163.0,1305946500.0,346.29425,3403.94409,5180.68066,529.346924,0.593978763,281.435516,4039413.75,6789576.5
sens_fault_low,2661.0,9004894.0,12481611.0,1309490940.0,346.753143,2671.53271,5044.73779,542.915283,0.61050266,277.923859,4044843.0,6798086.0
sens_fault_low,2671.0,9035020.0,12536464.0,1313537410.0,350.479858,2982.0647,5527.50244,528.681702,0.635023296,277.926025,4050199.5,6807184.5
sens_fault_low,2681.0,9069982.0,12592633.0,1318312320.0,346.131775,3496.22998,5616.96777,474.017944,0.648673236,278.617584,4054939.75,6815936.5
sens_fault_low,2691.0,9094939.0,12646332.0,1321622270.0,345.728729,2495.65894,5369.8418,471.071228,0.657649398,276.85022,4059650.5,6824985.5
sens_fault_low,2701.0,9119836.0,12699988.0,1324947580.0,344.931458,2489.67456,5365.58984,456.963287,0.666320682,275.999939,4064220.0,6834110.5
sens_fault_low,2711.0,9146801.0,12756598.0,1328593020.0,342.503693,2688.06543,5672.85645,467.696655,0.674345255,271.960419,4068924.25,6843756.5
sens_fault_low,2721.0,9170837.0,12811984.0,1331830910.0,342.076965,2403.59448,5538.67139,504.050537,0.682683051,266.93512,4073964.75,6854600.5
sens_fault_low,2731.0,9198806.0,12870767.0,1335685120.0,344.68399,2796.92554,5878.2168,567.940063,0.695674717,260.886353,4079644.0,6867583.5
sens_fault_low,2741.0,9228733.0,12934141.0,1339821440.0,346.447021,2992.66455,6337.44971,570.754639,0.710927725,258.972473,4085351.5,6881620.5
sens_fault_low,2751.0,9251637.0,12992926.0,1342902530.0,345.461273,2290.40308,5878.46631,534.914001,0.72206986,259.632721,4090700.75,6895517.5
sens_fault_low,2761.0,9273230.0,13050371.0,1345814530.0,346.00647,2159.33374,5744.51221,472.705383,0.732460499,263.832611,4095427.75,6908459.0
sens_fault_low,2771.0,9300183.0,13110483.0,1349545470.0,343.896332,2677.30151,6036.78516,468.517548,0.740379453,261.853546,4100146.5,6921771.5
sens_fault_low,2781.0,9323535.0,13169457.0,1352761340.0,342.858978,2335.21069,5897.39209,432.375702,0.748556852,262.900208,4104470.25,6934643.5
sens_fault_low,2784.0,9329552.0,13186743.0,1353571070.0,343.292725,2005.48047,5761.95264,419.852539,0.751135528,263.669922,4105729.75,6938445.0
sens_fault_low,2791.0,9343529.0,13227066.0,1355477380.0,344.03891,1996.77527,5760.38037,411.994629,0.756319344,263.774292,4108613.75,6947396.0
sens_fault_low,2801.0,9352711.0,13259150.0,1356762370.0,344.285095,936.604919,3182.72485,247.323105,0.756071866,285.956787,4111071.25,6955085.0
sens_fault_low,2811.0,9378238.0,13316446.0,1360317950.0,343.843964,2552.69067,5729.59229,388.977478,0.761679888,268.624146,4114961.0,6967517.0
sens_fault_low,2821.0,9404611.0,13374609.0,1364019970.0,341.916138,2624.87866,5833.91748,372.051086,0.768608391,266.058624,4118702.0,6979845.5
sens_fault_low,2831.0,9421874.0,13429283.0,1366368900.0,343.336212,1726.29944,5467.32959,354.817749,0.77364099,267.297058,4122250.0,6991972.0
sens_fault_low,2841.0,9440548.0,13489820.0,1368899710.0,344.538116,1855.75415,6069.89404,356.079987,0.779061735,266.233673,4125831.0,7004498.5
sens_fault_low,2851.0,9463698.0,13552759.0,1372096260.0,341.440491,2297.29883,6318.85547,352.785461,0.782630622,264.35733,4129376.25,7017175.0
sens_fault_low,2861.0,9483134.0,13611748.0,1374861570.0,342.155487,1944.02844,5898.71875,343.410492,0.788294733,264.882141,4132835.0,7029925.5
sens_fault_low,2871.0,9499219.0,13672871.0,1377056900.0,344.891754,1603.55334,6118.57275,343.170135,0.794069111,265.152527,4136290.25,7043123.5
sens_fault_low,2881.0,9521829.0,13743667.0,1380076160.0,347.322296,2261.01807,7079.68115,342.382416,0.800122678,265.31015,4139714.0,7056829.5
sens_fault_low,2891.0,9547659.0,13811867.0,1383623040.0,343.203949,2565.85059,6844.99902,319.697235,0.803130031,266.572327,4142917.75,7069861.5
sens_fault_low,2901.0,9570499.0,13878269.0,1386757380.0,347.491974,2284.00635,6640.12793,288.749207,0.809134305,272.630524,4145805.25,7082102.0
sens_fault_low,2911.0,9590304.0,13946710.0,1389399550.0,345.393433,1971.87537,6856.83838,314.836548,0.811351717,267.214539,4148963.25,7095629.0
sens_fault_low,2921.0,9608088.0,14013214.0,1391769730.0,344.588135,1771.72095,6659.90967,289.303162,0.814557612,268.737183,4151865.75,7108322.5
sens_fault_low,2931.0,9626463.0,14078360.0,1394278020.0,347.440552,1837.46521,6514.60449,271.584534,0.819481373,272.804565,4154581.5,7120651.5
sens_fault_low,2941.0,9648044.0,14151160.0,1397233920.0,347.6745,2142.6272,7301.87646,294.730896,0.82389456,269.032684,4157547.25,7134413.0
sens_fault_low,2951.0,9665879.0,14220115.0,1399625600.0,345.659607,1783.51355,6895.44385,271.095276,0.826040387,270.479279,4160258.25,7147286.0
sens_fault_low,2961.0,9683086.0,14287896.0,1401932290.0,345.018066,1711.32983,6791.31445,261.013153,0.828143537,270.822357,4162876.0,7159852.5
sens_fault_low,2971.0,9704722.0,14356556.0,1404926080.0,343.43219,2135.40039,6905.51367,247.382477,0.830097795,271.628723,4165355.75,7171930.0
sens_fault_low,2981.0,9724167.0,14426567.0,1407601790.0,351.825806,1904.99243,7055.36133,240.896393,0.837655485,276.6073,4167806.25,7184299.0
sens_fault_low,2991.0,9740015.0,14500789.0,1409718660.0,352.408844,1580.98669,7427.60986,257.624756,0.841140807,274.793945,4170394.5,7197922.5
sens_fault_low,3001.0,9755560.0,14571650.0,1411813890.0,352.002319,1554.55469,7086.1001,243.796997,0.843725264,276.459167,4172832.5,7211085.0
sens_fault_low,3011.0,9775172.0,14643628.0,1414542340.0,349.799316,1958.39587,7202.14502,233.04306,0.845545471,277.139526,4175169.75,7223832.5
sens_fault_low,3021.0,9792640.0,14711605.0,1416976000.0,348.733887,1748.99011,6794.35938,221.50885,0.847398221,278.386078,4177390.0,7236125.0
sens_fault_low,3031.0,9803598.0,14776462.0,1418491650.0,349.440399,1095.72876,6485.62988,218.204468,0.85075289,278.997589,4179572.25,7248563.0
sens_fault_low,3041.0,9814554.0,14838672.0,1419996670.0,349.095795,1090.40869,6228.2334,214.066727,0.852862,279.709076,4181720.75,7260959.5
sens_fault_low,3051.0,9828079.0,14906626.0,1421820290.0,349.748016,1334.26392,6821.5708,200.852524,0.854754746,281.840973,4183735.5,7272770.5
sens_fault_low,3061.0,9841166.0,14975606.0,1423581440.0,350.097473,1308.72205,6897.9292,195.101089,0.856778443,282.932129,4185686.5,7284441.5
sens_fault_low,3071.0,9853831.0,15043097.0,1425288060.0,350.517334,1271.97852,6741.55225,189.425415,0.858669281,284.124695,4187586.0,7295943.0
sens_fault_low,3081.0,9866049.0,15110111.0,1426934400.0,351.576111,1222.13635,6700.94385,187.783127,0.860923767,284.916046,4189473.0,7307553.5
sens_fault_low,3091.0,9878251.0,15176631.0,1428576510.0,351.675018,1213.24841,6661.59033,174.087311,0.862082958,287.572876,4191216.5,7318431.0
sens_fault_low,3101.0,9891153.0,15246260.0,1430315140.0,351.984955,1281.1886,6975.65674,188.428085,0.864421427,284.529572,4193107.5,7330435.5
sens_fault_low,3111.0,9903767.0,15315509.0,1432015100.0,352.371399,1262.91809,6922.77734,184.509842,0.866775751,284.895416,4194959.5,7342429.5
sens_fault_low,3121.0,9913842.0,15369913.0,1433366020.0,351.877625,1007.47345,5440.42139,142.520706,0.865293145,294.111176,4196385.0,7351584.5
sens_fault_low,3131.0,9922524.0,15406564.0,1434535420.0,354.094177,868.246277,3665.09302,140.211426,0.86406368,300.249115,4197787.0,7360496.5
sens_fault_low,3141.0,9932072.0,15445564.0,1435817600.0,352.239899,954.827332,3899.97339,148.95047,0.86332494,298.415497,4199276.5,7369905.5
sens_fault_low,3151.0,9940829.0,15480807.0,1436985730.0,353.669952,871.808044,3529.3916,97.0378189,0.856486142,310.25528,4200238.5,7375708.5
sens_fault_low,3161.0,9948629.0,15511675.0,1438009860.0,354.712891,780.002869,3086.77881,-0.0,0.0,328.785614,4200238.5,7375708.5
sens_fault_low,3171.0,9956742.0,15538234.0,1439073540.0,349.650452,811.281433,2655.91748,-0.0,0.0,326.807098,4200238.5,7375708.5
sens_fault_low,3181.0,9965322.0,15564383.0,1440189950.0,340.920654,858.031982,2614.89966,-0.0,0.0,319.958466,4200238.5,7375708.5
sens_fault_low,3186.0,9969687.0,15577364.0,1440755460.0,336.591949,873.067688,2596.1521,-0.0,0.0,315.938568,4200238.5,7375708.5
sens_fault_low,3197.0,9969687.0,15577364.0,1440755460.0,337.970215,0.0,0.0,-0.0,0.0,316.698364,4200238.5,7375708.5
sens_fault_high,11.0,0.0,0.0,0.0,329.595734,0.0,0.0,-0.0,0.0,312.160187,0.0,0.0
sens_fault_high,21.0,0.0,0.0,0.0,329.6008,0.0,0.0,-0.0,0.0,312.178894,0.0,0.0
sens_fault_high,31.0,0.0,0.0,0.0,329.606354,0.0,0.0,-0.0,0.0,312.191772,0.0,0.0
sens_fault_high,41.0,0.0,0.0,0.0,329.611938,0.0,0.0,-0.0,0.0,312.201965,0.0,0.0
sens_fault_high,51.0,19273.5957,0.0564784519,3054183.0,325.298462,1927.35962,0.0056478451,1927.35962,2.93034509e-06,301.418213,19273.5957,0.0564784519
sens_fault_high,57.0,30848.2168,0.0992501453,4883411.0,322.815552,1929.10327,0.00712861586,1929.10327,3.69528652e-06,298.598969,30848.2168,0.0992501453
sens_fault_high,61.0,42042.7812,0.15466322,6648939.0,320.430145,2798.64136,0.0138532696,2798.64136,4.94997403e-06,293.775055,42042.7812,0.15466322
sens_fault_high,71.0,70449.7656,0.340642512,11110482.0,314.743713,2840.69873,0.0185979288,2840.69873,6.54691303e-06,287.68277,70449.7656,0.340642512
sens_fault_high,81.0,100252.844,0.582992613,15773784.0,309.061554,2980.30737,0.0242350101,2980.30737,8.13164934e-06,281.546814,100252.844,0.582992613
sens_fault_high,91.0,120905.008,0.755802393,18997704.0,305.580139,2065.2168,0.0172809791,2065.2168,8.36756408e-06,280.572784,120905.008,0.755802393
sens_fault_high,101.0,150218.234,1.05634427,23560470.0,300.323547,2931.32202,0.0300541911,2931.32202,1.0252671e-05,273.048462,150218.234,1.05634427
sens_fault_high,111.0,172374.734,1.2923547,27002622.0,296.6987,2215.65015,0.0236010421,2215.65015,1.06518582e-05,271.353607,172374.734,1.2923547
sens_fault_high,121.0,194731.281,1.52881908,30468590.0,296.242279,2235.65552,0.0236464329,2235.65552,1.05768459e-05,271.386505,194731.281,1.52881908
sens_fault_high,131.0,226211.75,1.84450829,35337032.0,300.216766,3149.12793,0.0305316485,3149.12793,9.69517714e-06,274.479858,226211.75,1.84450829
sens_fault_high,141.0,268792.219,2.26208854,41894072.0,301.96167,4258.04834,0.041758012,4258.04834,9.80674758e-06,273.799225,268792.219,2.26208854
sens_fault_high,151.0,318912.812,2.77489758,49587792.0,302.202423,5012.05713,0.0512809083,5012.05713,1.02314043e-05,271.995361,318912.812,2.77489758
sens_fault_high,161.0,357076.625,3.13897467,55434604.0,302.026306,3816.38354,0.0364077091,3816.38354,9.5397545e-06,274.726532,357076.625,3.13897467
sens_fault_high,166.0,381917.906,3.39787006,59236368.0,301.520142,4968.25537,0.0517790653,4968.25537,1.04218725e-05,271.103821,381917.906,3.39787006
sens_fault_high,171.0,406769.031,3.66141224,63036084.0,301.02771,4970.22168,0.0527084656,4970.22168,1.06047401e-05,270.340912,406769.031,3.66141224
sens_fault_high,181.0,456103.906,4.16912842,70567008.0,301.746429,4933.48975,0.050771594,4933.48975,1.02911072e-05,271.301636,456103.906,4.16912842
sens_fault_high,191.0,504978.188,4.63430738,78017056.0,303.700439,4887.42627,0.0465179309,4887.42627,9.51778838e-06,273.891479,504978.188,4.63430738
sens_fault_high,192.0,509867.625,4.67883968,78771632.0,303.254852,4889.43799,0.0445323512,3539.96655,8.85219652e-06,276.609436,508518.156,4.66564417
sens_fault_high,201.0,553864.25,5.12192154,85563944.0,299.400696,4888.3208,0.0505230986,3541.1665,1.00635943e-05,271.894165,540386.5,4.97784805
sens_fault_high,211.0,611736.0,5.70920992,94582976.0,300.101685,5787.1748,0.0587288551,3127.30273,9.42906718e-06,274.154114,571659.5,5.27272654
sens_fault_high,221.0,660658.688,6.1805439,102224272.0,300.399048,4892.26953,0.0471333563,2377.54736,8.72619785e-06,276.639679,595435.0,5.48019791
sens_fault_high,231.0,735854.625,7.05318451,113915840.0,295.861725,7519.5918,0.0872640908,4137.49414,1.11307472e-05,266.956482,636809.938,5.94073677
sens_fault_high,241.0,781871.125,7.51688528,120998984.0,297.792175,4601.65039,0.0463700704,3211.55078,9.80944787e-06,271.776642,668925.438,6.25577545
sens_fault_high,251.0,802423.688,7.6921587,124189576.0,300.982513,2055.25439,0.0175273493,1034.19043,7.4902714e-06,280.478302,679267.312,6.33323956
sens_fault_high,261.0,865837.375,8.45243263,134075368.0,292.979675,6341.36865,0.0760273561,2736.93652,1.09936591e-05,266.761444,706636.688,6.63413239
sens_fault_high,271.0,945117.812,9.6812315,146179952.0,283.844574,7928.04443,0.122879952,3192.86401,1.37516299e-05,255.825195,738565.375,7.07320929
sens_fault_high,281.0,1023962.81,10.9704981,158150672.0,281.390259,7884.49805,0.12892665,3145.32617,1.41695828e-05,254.030685,770018.625,7.51889515
sens_fault_high,291.0,1091840.75,12.0287895,168480736.0,281.759308,6787.79639,0.105829097,2721.37573,1.35625096e-05,256.236847,797232.375,7.88798714
sens_fault_high,301.0,1166030.12,13.123107,179827664.0,284.988068,7418.93994,0.109431781,3040.18408,1.29516156e-05,258.22525,827634.188,8.28174496
sens_fault_high,311.0,1247522.25,14.2923412,192281328.0,286.162811,8149.20996,0.116923407,3903.25928,1.31640782e-05,256.900604,866666.812,8.79557991
sens_fault_high,321.0,1330803.12,15.4160223,204972992.0,288.684784,8328.08203,0.112368092,5018.54248,1.31445377e-05,256.374054,916852.25,9.45525265
sens_fault_high,331.0,1413594.75,16.4753571,217585344.0,290.469788,8279.16309,0.105933473,4933.46387,1.25042561e-05,258.496429,966186.875,10.0721531
sens_fault_high,341.0,1495263.62,17.3659687,230024496.0,297.146698,8166.89648,0.0890612677,4915.854,1.06655289e-05,264.983093,1015345.38,10.5964613
sens_fault_high,351.0,1582658.88,18.2496586,243271568.0,301.550476,8746.34375,0.0858497769,5192.76758,9.54821644e-06,268.512787,1067268.38,11.108593
sens_fault_high,354.0,1609269.62,18.5022812,247289328.0,303.00885,8870.22559,0.0842076316,5413.59961,9.27114888e-06,269.310303,1083509.12,11.2591648
sens_fault_high,355.0,1618141.62,18.5853367,248628320.0,303.494202,8872.06641,0.0830552503,5413.76904,9.13484837e-06,269.752594,1088923.0,11.3086195
sens_fault_high,361.0,1671414.0,19.0528831,256654800.0,306.375305,8881.31641,0.0762336999,5413.89209,8.33129616e-06,272.512451,1121406.12,11.5857096
sens_fault_high,371.0,1759286.5,19.7376556,269838880.0,310.304901,8790.30664,0.0661874264,5519.13867,7.29874591e-06,275.895721,1176599.12,12.0034733
sens_fault_high,381.0,1846219.12,20.2955132,282835808.0,314.41156,8693.2627,0.0557857119,5431.74414,6.13377188e-06,280.015198,1230916.5,12.3366461
sens_fault_high,391.0,1933428.25,20.7512951,295879840.0,319.277618,8720.90137,0.0455782935,4320.73486,4.32980005e-06,287.770691,1274123.88,12.5237255
sens_fault_high,401.0,2016206.25,21.1259899,308207904.0,321.833435,8277.80469,0.0374695063,4610.40674,3.91645608e-06,289.523102,1320228.0,12.7042913
sens_fault_high,411.0,2097365.75,21.4453449,320269248.0,325.261597,8115.93945,0.0319355428,4223.59619,3.13648252e-06,293.83316,1362463.88,12.8367643
sens_fault_high,421.0,2182561.25,21.7258453,332894368.0,330.190277,8519.56055,0.0280500259,4250.04346,2.43104932e-06,298.318481,1404964.38,12.9400845
sens_fault_high,429.0,2248266.25,21.9018021,342603680.0,333.94809,8213.12207,0.0219946075,4162.01172,2.15825548e-06,302.126007,1438260.38,13.0119467
sens_fault_high,431.0,2264697.5,21.9440746,345030464.0,334.888123,8215.68164,0.0211355425,4162.73535,2.1491885e-06,303.008881,1446585.88,13.0298395
sens_fault_high,441.0,2329924.5,2438.62549,354623072.0,325.109131,6519.95312,240.458786,3455.75269,4.71188559e-06,294.130371,1481149.0,13.1658115
sens_fault_high,451.0,2402434.5,2439.42554,365459104.0,307.628998,7250.98486,0.0800033659,3096.42261,1.07082606e-05,277.652008,1512113.25,13.4973879
sens_fault_high,461.0,2446372.75,2439.94849,371975168.0,306.351166,4393.82764,0.0522986241,2453.90283,1.25698725e-05,278.117432,1536652.25,13.8058443
sens_fault_high,471.0,2516758.0,2441.62134,382419776.0,297.413452,7038.5249,0.167277366,5194.33252,2.72255602e-05,261.084473,1588595.62,15.2200689
sens_fault_high,481.0,2591901.5,2444.4646,393548768.0,290.726624,7514.35547,0.28433761,4815.23291,4.93102743e-05,254.914444,1636747.88,17.5945911
sens_fault_high,491.0,2670418.0,2448.83643,405121888.0,290.146362,7851.64404,0.437181503,4264.77441,8.07819524e-05,255.678162,1679395.62,21.0400372
sens_fault_high,501.0,2746218.75,2476.74756,416269888.0,294.987885,7580.09082,2.791116,4055.02051,0.000126901083,261.639404,1719945.88,26.1865559
sens_fault_high,511.0,2835155.0,2876.68896,429364608.0,300.183807,8893.6084,39.9941177,4846.36523,0.000322003383,264.576843,1768409.5,41.797039
sens_fault_high,521.0,2923843.0,3738.52856,442428256.0,300.939056,8868.81348,86.1839676,5181.51709,0.000977650867,264.135712,1820224.75,92.5037613
sens_fault_high,531.0,3004012.5,4736.55957,454263104.0,293.73703,8016.94775,99.803093,4794.46924,0.00187766645,257.544159,1868169.38,182.69725
sens_fault_high,541.0,3078298.25,5878.81396,465222688.0,289.462067,7428.58154,114.225433,4418.26465,0.00286898063,253.840408,1912352.0,309.821136
sens_fault_high,551.0,3140746.0,19129.5938,474236000.0,289.256195,6244.76709,1325.078,2849.83154,0.00269300677,257.316132,1940850.38,386.774536
sens_fault_high,561.0,3201738.0,28036.6602,483109408.0,289.123718,6097.33301,893.976624,3282.46436,0.00292273611,256.163971,1973677.12,481.01889
sens_fault_high,571.0,3259416.25,33327.1211,491542688.0,295.796204,5767.82471,529.045898,3405.98169,0.00343517517,263.758484,2007736.88,598.423645
